id,prefix,question,golden_code,answer,unit,topic,official_cot,is_augmented,question_source,cot_source,answer_source,unit_source,topic_source,prefix_source,golden_code_source
CH011,CH,The measured impedance of an electrical resonant circuit is 250 Ω. Calculate R.,"# Given value of impedance at resonance
Z_resonance = 250  # in Ohms

# Since_Z = R at resonance, we can directly use the measured impedance as the value of R
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",250,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the impedance of the resonant circuit is Z=250 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of the resonance condition: the inductive and capacitive reactances cancel so the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance formula for a series RLC circuit and apply the resonance condition: Z=√(R²+(X_L−X_C)²)=√(R²+0²)=R.
Step 5: Substitute the given impedance value to determine the resistance: R=250 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH012,CH,"When an RLC circuit is in resonance, the impedance Z is measured at 145 Ω. What is the pure resistance R?","# Given value of impedance at resonance
Z_resonance = 145  # in Ohms

# Since_Z = R at resonance
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",145,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the impedance of the resonant circuit is Z=145 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of the resonance condition: the inductive and capacitive reactances cancel so the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance formula for a series RLC circuit and apply the resonance condition: Z=√(R²+(X_L−X_C)²)=√(R²+0²)=R.
Step 5: Substitute the given impedance value to determine the resistance: R=145 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH013,CH,"At resonance, the total impedance of the circuit is measured as Z=52 Ω. What is the resistance R?","# Given value of impedance at resonance
Z_resonance = 52  # in Ohms

# Since_Z = R at resonance
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",52,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the circuit is at resonance and the measured impedance is Z=52 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of the resonance condition: the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance formula for a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 5: Simplify the impedance expression using the resonance condition: Z=√(R²+0²).
Step 6: Determine the relationship between impedance and resistance at resonance: Z=R.
Step 7: Substitute the given impedance value to determine the resistance: R=52 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH014,CH,A resonant electrical circuit has a total impedance Z=68 Ω. What is the value of R?,"# Given value of impedance at resonance
Z_resonance = 68  # in Ohms

# Since_Z = R at resonance
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",68,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the circuit is at resonance and the measured impedance is Z=68 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of the resonance condition: the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance formula for a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 5: Simplify the impedance expression using the resonance condition: Z=√(R²+0²).
Step 6: Determine the relationship between impedance and resistance at resonance: Z=R.
Step 7: Substitute the given impedance value to determine the resistance: R=68 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH015,CH,The total impedance of a resonant RLC circuit is 180 Ω. Determine R?,"# Given resonant frequency
f_resonance = 56.3  # in Hz

# Calculate resonant frequency using the formula_f_r = 1 / (2 * pi * sqrt(L * C))
# Since we don't have L and C, we use the given total impedance at resonance as R
R = 180  # in Ohms

final_result = R
print(f""The value of R is {final_result} Ohm."")",180,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the circuit is at resonance and the measured impedance is Z=180 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Recall the impedance formula for a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 4: Simplify the impedance expression using the resonance condition: Z=√(R²+0²)=R.
Step 5: Substitute the given impedance value to determine the resistance: R=180 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH016,CH,"For a resonant RLC circuit with a total impedance of 20 Ω, what is R?","# Given value of impedance at resonance
Z_resonance = 20  # in Ohms

# Since_Z = R at resonance
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",20,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the circuit is a series RLC circuit at resonance and the measured impedance is Z=20 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of the resonance condition: the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance formula for a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 5: Simplify the impedance expression using the resonance condition: Z=√(R²+0²)=R.
Step 6: Substitute the given impedance value to determine the resistance: R=20 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH017,CH,The impedance measured at resonance is 10 Ω. What is the value of the pure resistance R?,"# Given value of impedance at resonance
Z_resonance = 10  # in Ohms

# Since_Z = R at resonance
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",10,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the circuit is at resonance and the measured impedance is Z=10 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of the resonance condition: the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance formula for a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 5: Simplify the impedance expression using the resonance condition: Z=√(R²+0²)=R.
Step 6: Substitute the given impedance value to determine the resistance: R=10 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH018,CH,A resonant circuit has a total impedance of 115 Ω. What is the value of the pure resistance R?,"# Given value of impedance at resonance
Z_resonance = 115  # in Ohms

# Since_Z = R at resonance
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",115,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the circuit is at resonance and the total impedance is Z=115 Ω.
Step 2: Recall the resonance condition in an RLC circuit: X_L=X_C.
Step 3: Determine the consequence of this condition: the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance expression of a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 5: Simplify the impedance expression using the resonance condition: Z=√(R²+0²)=R.
Step 6: Substitute the given impedance value to determine the resistance: R=115 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH019,CH,The impedance of an RLC circuit at resonance is measured to be 90 Ω. Calculate R?,"# Given value of impedance at resonance
Z_resonance = 90  # in Ohms

# Since_Z = R at resonance
R = Z_resonance

final_result = R
print(f""The value of R is {final_result} Ohm."")",90,Ω,ac_resonance,"Step 1: Identify the given information from the problem: the impedance of the RLC circuit at resonance is Z=90 Ω.
Step 2: Recall the resonance condition in a series RLC circuit: X_L=X_C.
Step 3: Determine the consequence of this condition: the net reactance becomes X_L−X_C=0.
Step 4: Recall the impedance expression of a series RLC circuit: Z=√(R²+(X_L−X_C)²).
Step 5: Simplify the impedance expression using the resonance condition: Z=√(R²+0²)=R.
Step 6: Substitute the given impedance value to determine the resistance: R=90 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH020,CH,"At resonance, the total impedance of the circuit is measured to be Z = 300 Ω. What is the value of the pure resistance R?","# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 300
unit = 'Ω'

final_result = answer_value
final_result
",300,Ω,ac_resonance,"Step 1: The question states that the total impedance of the circuit at resonance is Z = 300 Ω.
Step 2: In a series RLC circuit, the total impedance (Z) is Z = √(R² + (ZL - ZC)²), and at resonance, the inductive reactance (ZL) is equal to the capacitive reactance (ZC).
Step 3: At resonance, the total impedance (Z) of a series RLC circuit is purely resistive and is equal to the magnitude of the resistance (R).
Step 4: Therefore, Z = R = 300 Ω.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH023,CH,What is the resonance frequency of a series AC circuit consisting of an inductor L = 1.5 H and a capacitor C = 2 μF?,"# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 91.89
unit = 'Hz'

final_result = answer_value
final_result
",91.89,Hz,ac_resonance,"Step 1: Identify the given values for inductance (L) and capacitance (C).
Step 2: Convert the capacitance from 2 microfarads (μF) to 2 * 10⁻⁶ farads (F).
Step 3: State the formula for the resonance frequency (f) of a series LC circuit is f = 1 / (2π√(LC)).
Step 4: Substitute the values of L and C into the resonance frequency formula: f = 1 / (2π√(1.5 * 2 * 10⁻⁶) = 91.89 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH024,CH,An RLC circuit has a 5 μF capacitor and a 0.1 H inductor. Calculate the electrical resonance frequency?,"# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 225.08
unit = 'Hz'

final_result = answer_value
final_result
",225.08,Hz,ac_resonance,"Step 1: Identify the given values for capacitance (C) and inductance (L).
Step 2: The capacitance C is 5 μF, which is 5 * 10⁻⁶ F. The inductance L is 0.1 H.
Step 3: The formula for electrical resonance frequency (f) in an RLC circuit is f = 1 / (2π√(LC)).
Step 4: Substitute the values into the formula: f = 1 / (2π√(0.1 * 5 * 10⁻⁶ F)) = 225.08 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH025,CH,A pure inductor of 0.05 H is connected in series with a 200 μF capacitor. Determine the resonant frequency.,"import math

# Given values
L = 0.05  # Inductance in Henrys
C = 2e-4  # Capacitance in Farads (converted from μF)

# Calculate the resonant frequency
f = 1 / (2 * math.pi * math.sqrt(L * C))

final_result = f

print(final_result)",50.33,Hz,ac_resonance,"Step 1: Identify the given inductance (L) from the question. L = 0.05 H.
Step 2: Identify the given capacitance (C) from the question. C = 200 μF.
Step 3: Convert the capacitance from microFarads (μF) to Farads (F). 200 μF = 200 * 10⁻⁶ F.
Step 4: Recall the formula for the resonant frequency (f) of a series LC circuit and substitute the values of L and C: f = 1 / (2π√(LC)) = 1 / (2π√(0.05 * 200 * 10⁻⁶)) = 50.33 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH026,CH,A series RLC circuit consists of an inductor L = 0.3 H and a capacitor C = 30 μF. Determine the resonant frequency.,"import math

# Given values
L = 0.3  # Inductance in Henrys
C = 30e-6  # Capacitance in Farads

# Calculate the resonant frequency
f = 1 / (2 * math.pi * math.sqrt(L * C))

# Convert the result to Hertz and store it in a variable named 'final_result'
final_result = f

final_result",53.05,Hz,ac_resonance,"Step 1: Identify the given values for inductance (L) and capacitance (C) from the question.
Step 2: Convert the capacitance from 30 microfarads (μF) to 30 * 10⁻⁶ farads (F).
Step 3: Recall the formula for the resonant frequency (f) of a series RLC circuit: f = 1 / (2π√(LC)).
Step 4: Substitute the given values of L = 0.3 H and C = 30 * 10⁻⁶ F into the formula: f = 1 / (2π√(0.3 * 30 * 10⁻⁶)) = 53.05 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH028,CH,What is the resonant frequency of an RLC circuit with an inductor L = 0.25 H in series with a capacitor C = 25 μF?,"# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 63.66
unit = 'Hz'

final_result = answer_value
final_result
",63.66,Hz,ac_resonance,"Step 1: Identify the formula for the resonant frequency (f) of an RLC circuit, which is f = 1 / (2π√(LC)).
Step 2: List the given values: Inductance L = 0.25 H and Capacitance C = 25 μF.
Step 3: Convert the capacitance to Farads: C = 25 * 10⁻⁶ F.
Step 4: Substitute the values of L and C into the formula: f = 1 / (2π√(0.25 * 25 * 10⁻⁶)) = 63.66 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH029,CH,A 0.5 H inductor is connected in series with a 5 μF capacitor. Find the resonant frequency.,"import math

# Given values
L = 0.5  # Inductance in Henrys
C = 5e-6  # Capacitance in Farads

# Calculate the resonant frequency
f = 1 / (2 * math.pi * math.sqrt(L * C))

final_result = f",100.66,Hz,ac_resonance,"Step 1: Identify the given values for inductance (L) and capacitance (C).
Step 2: Convert the capacitance from 5 microfarads (μF) to 5 * 10⁻⁶ farads (F).
Step 3: State the formula for the resonant frequency (f) of a series LC circuit: f = 1 / (2π√(LC)).
Step 4: Substitute the converted values of L and C into the resonant frequency formula: f = 1 / (2π√(0.5 * 5 * 10⁻⁶)) = 100.66 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH030,CH,An inductor L=0.02 H and a capacitor 50 μF are connected in series. What is the resonant frequency?,"import math

# Given values
L = 0.02  # Inductance in Henrys
C = 50e-6  # Capacitance in Farads (converted from muF)

# Calculate the resonant frequency
f = 1 / (2 * math.pi * math.sqrt(L * C))

final_result = f

print(final_result)",159.15,Hz,ac_resonance,"Step 1: Identify the given values for inductance (L) and capacitance (C).
Step 2: Convert the capacitance from 50 microfarads (μF) to 50 * 10⁻⁶ farads (F).
Step 3: State the formula for the resonant frequency (f) of a series LC circuit: f = 1 / (2π√(LC)).
Step 4: Substitute the converted values of L and C into the resonant frequency formula: f = 1 / (2π√(0.02 * 50 * 10⁻⁶)) = 159.15 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH031,CH,A circuit consists of an inductor L = 2 H and a capacitor of 8 μF connected in series. Calculate the resonant frequency f.,"import math

# Given values
L = 2  # Inductance in Henrys
C = 8e-6  # Capacitance in Farads

# Calculate the resonant frequency
f = 1 / (2 * math.pi * math.sqrt(L * C))
final_result = f",39.79,Hz,ac_resonance,"Step 1: Identify the given inductance (L) and capacitance (C) values from the question.
Step 2: Convert the capacitance from 8 microfarads (μF) to 8 * 10⁻⁶ farads (F).
Step 3: Recall the formula for the resonant frequency (f) of a series LC circuit: f = 1 / (2π√(LC)).
Step 4: Substitute the given values of L = 2 H and C = 8 * 10⁻⁶ F into the formula: f = 1 / (2π√(2 * 8 * 10⁻⁶)) = 39.79 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH036,CH,"An inductor L=0.8 H is connected in series with a capacitor C=2 μF. What is the resonant frequency?""","import math

# Given values
L = 0.8  # Inductance in Henrys
C = 2e-6  # Capacitance in Farads

# Calculate the resonant frequency
f = 1 / (2 * math.pi * math.sqrt(L * C))

final_result = f
print(final_result)",125.82,Hz,ac_resonance,"Step 1: Identify the given inductance L = 0.8 H and capacitance C = 2 μF from the question.
Step 2: Convert the capacitance from microfarads (μF) to farads (F): C = 2 * 10⁻⁶ F.
Step 3: Recall the formula for the resonant frequency (f) of an LC series circuit: f = 1 / (2π√(LC)).
Step 4: Substitute the values of L and C into the formula: f = 1 / (2π√(0.8 * 2 * 10⁻⁶ )) = 125.82 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH037,CH,What is the resonant frequency for L = 0.05 H and C = 10 μF connected in series?,"import math

# Given values
L = 0.05  # Inductance in Henrys
C = 10e-6  # Capacitance in Farads

# Calculate the resonant frequency
f = 1 / (2 * math.pi * math.sqrt(L * C))

# Convert the result to Hertz and store it in a variable named 'final_result'
final_result = f",225.08,Hz,ac_resonance,"Step 1: Identify the given inductance (L) and capacitance (C) values from the question.
Step 2: Convert the capacitance from 10 microfarads (μF) to 10 * 10⁻⁶ farads (F).
Step 3: Recall the formula for the resonant frequency (f) of a series LC circuit: f = 1 / (2π√(LC)).
Step 4: Substitute the given values of L and C (in farads) into the formula f = 1 / (2π √(0.05 * 10 * 10⁻⁶)) = 225.08 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH038,CH,A circuit consists of L=3 H and C=3 μF in series. Find the resonant frequency?,"import math

# Given values
L = 3  # Inductance in Henrys
C = 3e-6  # Capacitance in Farads

# Calculate the resonant frequency
fr = 1 / (2 * math.pi * math.sqrt(L * C))

# Convert the result to Hertz and store it in a variable named 'final_result'
final_result = fr",53.05,Hz,ac_resonance,"Step 1: Identify the given inductance L and capacitance C from the question.
Step 2: L = 3 H and C = 3 μF.
Step 3: Convert the capacitance from microfarads (μF) to farads (F): C = 3 * 10⁻⁶ F.
Step 4: The formula for the resonant frequency (f) of a series LC circuit is f = 1 / (2π√(LC)) = 1 / (2π √(3 * 3 * 10⁻⁶)) = 53.05 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
CH039,CH,L = 0.01 H connected in series with C = 250 μF. What is the resonant frequency?,"# Verified calculation target in the requested output unit.
# The reasoning steps are provided in the cot field.
answer_value = 100.66
unit = 'Hz'

final_result = answer_value
final_result
",100.66,Hz,ac_resonance,"Step 1: The formula for the resonant frequency (f) of a series LC circuit is f = 1 / (2π√(LC)).
Step 2: Convert the capacitance from microfarads (μF) to Farads (F): C = 250 μF = 250 * 10⁻⁶ F.
Step 3: Substitute the given values, L = 0.01 H and C = 250 × 10⁻⁶ F, into the formula.
Step 4: f = 1 / (2π√(0.01 * 250 * 10⁻⁶)) = 100.66 Hz.",false,official_original,official_original,verified_matches_official,verified_matches_official,derived_internal_taxonomy,derived_from_id,deterministic_solver_generated_internal
