id,prefix,topic,answer,unit,reject_reason,detail,question
CHLT004,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"Given an RLC series circuit with R=40 Ω, L=0.318 H, and C=25 μF, will resonance occur if the AC current has a frequency of 56.4 Hz?"
CHLT005,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has a resistor R=60 Ω, an inductor L=0.8 H, and a capacitor C=5 μF. When the power source supplies a frequency of 50 Hz, does electrical resonance occur?"
CHLT006,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit consists of a resistor with R=100 Ω, an inductor with L=0.02 H, and a capacitor with C=200 μF. Is it in resonance at a frequency of 80 Hz?"
CHLT007,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"A series RLC circuit consists of R=15 Ω, L=0.3 H, and C=30 μF. Is the circuit in resonance at a frequency of 70 Hz?"
CHLT008,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"For an RLC AC circuit with R = 45 Ω, L = 1 H, and C = 4 μF, does resonance occur in the circuit at a frequency of 79.6 Hz?"
CHLT009,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"A series circuit consists of a capacitor C=100 μF, an inductor L=0.01 H, and a resistor R=8 Ω. Does resonance occur at f=100 Hz?"
CHLT010,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"Consider an electrical circuit consisting of R=30 Ω, L=0.4 H, and a capacitor C=20 μF. Is the frequency f=56.3 Hz the resonant frequency of the circuit?"
CHLT011,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"Consider an RLC series circuit with R=50 Ω, L=0.25 H, and C=25 μF. At a frequency of f=60 Hz, does resonance occur?"
CHLT012,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC circuit has R=20 Ω, L=0.159 H, and C=10 μF. Is the circuit in resonance at f=126 Hz?"
CHLT013,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"Consider a series RLC circuit with R=35 Ω, L=0.5 H, C=2 μF. When supplied with an AC current at a frequency of 70 Hz, does the circuit resonate?"
CHLT014,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"A series RLC circuit has R=75 Ω, L=0.2 H, C=40 μF. Is 56.3 Hz the resonant frequency?"
CHLT015,CHLT,capacitor,No,-,non_numeric_or_unitless,,"A circuit consists of an inductor L=0.3 H, a capacitor C=5 μF, and a resistor R=12 Ω. When operating at f=100 Hz, does the circuit resonate?"
CHLT016,CHLT,capacitor,Yes,-,non_numeric_or_unitless,,"A series circuit contains a resistor R=90 Ω, an inductor L=0.25 H, and a capacitor C=100 μF. Does the circuit resonate at a frequency of 31.8 Hz?"
CHLT017,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"In a series RLC circuit with R=30 Ω, L=1 H, C=1 μF, does resonance occur at f=159 Hz?"
CHLT018,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An AC circuit has R=18 Ω, L=0.8 H, and C=3 μF. At a frequency of 100 Hz, does electrical resonance occur?"
CHLT019,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"Does a series RLC circuit with R=20 Ω, L=0.1 H, C=50 μF resonate at f=71 Hz?"
CHLT020,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An AC circuit consists of R=10 Ω, L=0.05 H, C=100 μF. When the frequency is 225 Hz, does resonance occur?"
CHLT021,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT022,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT023,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?"
CHLT024,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?"
CHLT025,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?"
CHLT026,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?"
CHLT027,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT028,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT029,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?"
CHLT030,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?"
CHLT031,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?"
CHLT032,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?"
CHLT033,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT034,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT035,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?"
CHLT036,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?"
CHLT037,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?"
CHLT038,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?"
CHLT039,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT040,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT041,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?"
CHLT042,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?"
CHLT043,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?"
CHLT044,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?"
CHLT045,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT046,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?"
CHLT047,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?"
CHLT048,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?"
CHLT049,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?"
CHLT050,CHLT,ac_resonance,Yes,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?"
CHLT051,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT052,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT053,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 118.78 Hz, does the circuit reach electrical resonance?"
CHLT054,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 93.9 Hz, does the circuit reach electrical resonance?"
CHLT055,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 62.6 Hz, does the circuit reach electrical resonance?"
CHLT056,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 74.24 Hz, does the circuit reach electrical resonance?"
CHLT057,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT058,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT059,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 118.78 Hz, does the circuit reach electrical resonance?"
CHLT060,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 93.9 Hz, does the circuit reach electrical resonance?"
CHLT061,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 62.6 Hz, does the circuit reach electrical resonance?"
CHLT062,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 74.24 Hz, does the circuit reach electrical resonance?"
CHLT063,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT064,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT065,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 118.78 Hz, does the circuit reach electrical resonance?"
CHLT066,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 93.9 Hz, does the circuit reach electrical resonance?"
CHLT067,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 62.6 Hz, does the circuit reach electrical resonance?"
CHLT068,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 74.24 Hz, does the circuit reach electrical resonance?"
CHLT069,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT070,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT071,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 118.78 Hz, does the circuit reach electrical resonance?"
CHLT072,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 93.9 Hz, does the circuit reach electrical resonance?"
CHLT073,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 62.6 Hz, does the circuit reach electrical resonance?"
CHLT074,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 74.24 Hz, does the circuit reach electrical resonance?"
CHLT075,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT076,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 20 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 59.39 Hz, does the circuit reach electrical resonance?"
CHLT077,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 30 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 118.78 Hz, does the circuit reach electrical resonance?"
CHLT078,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 40 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 93.9 Hz, does the circuit reach electrical resonance?"
CHLT079,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 50 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 62.6 Hz, does the circuit reach electrical resonance?"
CHLT080,CHLT,ac_resonance,No,-,non_numeric_or_unitless,,"An RLC series circuit has R = 60 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 74.24 Hz, does the circuit reach electrical resonance?"
DDT140,DDT,induction,Approximately zero,-,non_numeric_or_unitless,,"In an ideal solenoid, what are the characteristics of the external magnetic field?"
DDT143,DDT,induction,An induced electromotive force (EMF) in the opposite direction appears,-,non_numeric_or_unitless,,What happens in an ideal solenoid when the current is suddenly disconnected?
DDT145,DDT,induction,Current intensity,-,non_numeric_or_unitless,,The self-inductance of a solenoid does not depend on which of the following quantities?
DDT146,DDT,induction,"electromagnet, and relay",-,non_numeric_or_unitless,,Which of the following applications is directly related to a solenoid?
DDT149,DDT,induction,Increase and the opposite current direction cause it,-,non_numeric_or_unitless,,"When the current through the solenoid increases rapidly, what happens to the induced electromotive force?"
DDT152,DDT,induction,Current through the solenoid,-,non_numeric_or_unitless,,What quantity does the magnetic field inside a solenoid depend linearly on?
DDT153,DDT,induction,Induced electromotive force (EMF),-,non_numeric_or_unitless,,"When the magnetic flux through a solenoid changes uniformly with time, what appears in the closed circuit?"
DDT156,DDT,induction,Henry (H),-,non_numeric_or_unitless,,What is the unit of inductance?
DDT206,DDT,induction,Volt (V),-,non_numeric_or_unitless,,What is the unit of induced electromotive force?
DDT207,DDT,induction,increases in direct proportion,-,non_numeric_or_unitless,,"If a solenoid's cross-sectional area is increased, how does the its self-inductance change?"
DDT210,DDT,induction,inside the solenoid,-,non_numeric_or_unitless,,"In an idead solenoid, where is the magnetic field concentrated?"
DDT217,DDT,induction,cross-sectional area (S),-,non_numeric_or_unitless,,"In a solenoid, what factor does the magnetic field not depend on?"
DDT219,DDT,induction,the magnetic field energy increases proportionally to B²,-,non_numeric_or_unitless,,"If the magnetic field in a solenoid increases, how does the magnetic field energy increase?"
DDT220,DDT,induction,the current changes with time,-,non_numeric_or_unitless,,When does an induced electromotive force appear in a solenoid?
DDT327,DDT,ac_resonance,0.60,-,non_numeric_or_unitless,,"For an RLC circuit with R = 12 Ω and Z = 20 Ω, calculate the power factor (cosφ)."
DDT330,DDT,LC_oscillation,the circuit exhibits an inductive characteristic,-,non_numeric_or_unitless,,"In an RLC circuit, Z_L = 70 Ω and Z_C = 50 Ω. What is the circuit's characteristic?"
