"id","prefix","question","answer","unit","topic","explanation"
"CH341","CH","An inductor L = 0.10 H and a capacitor C = 50 µF are connected in series. Calculate the resonant frequency f0 of the circuit.","71.18","Hz","ac_resonance","The resonant frequency of an LC or series RLC circuit is f0 = 1/(2π√LC). Convert 50 µF to 50×10⁻⁶ F, then substitute L = 0.10 H. This gives f0 ≈ 71.18 Hz."
"CH342","CH","Given L = 0.20 H, C = 80 µF. Determine the resonant frequency f0.","39.79","Hz","ac_resonance","Use the LC resonance relation f0 = 1/(2π√LC), because the question asks for the natural frequency of the circuit. Convert C = 80 µF to 80×10⁻⁶ F, then form LC = 0.20×80×10⁻⁶. Evaluating the expression gives f0 ≈ 39.79 Hz."
"CH343","CH","L = 0.05 H and C = 40 µF. Calculate the resonant frequency (f0) of the circuit.","112.54","Hz","ac_resonance","For resonance, the angular frequency satisfies ω0 = 1/√LC, so f0 = 1/(2π√LC). With C = 40 µF = 40×10⁻⁶ F and L = 0.05 H, the calculation gives f0 = 112.54 Hz."
"CH344","CH","A circuit has L = 0.08 H and C = 100 µF. Calculate f0.","56.27","Hz","general_physics","The resonant frequency of an ideal RLC circuit is set by the inductor and capacitor. Convert C = 100 µF to 100×10⁻⁶ F, then apply f0 = 1/(2π√LC). Substituting L = 0.08 H gives f0 ≈ 56.27 Hz, reported in hertz."
"CH346","CH","An inductor of 0.12 H is connected in series with a capacitor of 30 µF. Calculate f0.","83.89","Hz","capacitor","The circuit resonates when XL equals XC, which leads to f0 = 1/(2π√LC). With L = 0.12 H and C = 30×10⁻⁶ F, the computed resonant frequency is approximately 83.89 Hz."
"CH348","CH","What is the resonant frequency of a circuit with L = 0.02 H and C = 150 µF?","91.89","Hz","ac_resonance","This is a direct resonant-frequency question, so use f0 = 1/(2π√LC). First convert the capacitance: 150 µF = 150×10⁻⁶ F. With L = 0.02 H, the square-root term is computed in SI units, giving f0 ≈ 91.89 Hz."
"CH349","CH","What capacitance should be chosen for the capacitor so that a circuit with L = 0.10 H resonates at f = 60 Hz?","70.36","μF","capacitor","Rearrange the resonance formula to solve for capacitance: C = 1/((2πf)²L). With f = 60 Hz and L = 0.10 H, the result is 70.36×10⁻⁶ F. Converting to microfarads gives 70.36 μF."
"CH350","CH","Calculate C for a 0.20 H inductor to resonate at 50 Hz.","50.66","μF","general_physics","To choose C for a desired resonance frequency, use C = 1/((2πf)²L). Substituting f = 50 Hz and L = 0.20 H gives C = 50.66×10⁻⁶ F. Therefore the required capacitance is 50.66 μF."
"CH351","CH","What capacitance C is needed for a 0.05 H inductor to resonate at 100 Hz?","50.66","μF","capacitor","The required capacitor is found from C = 1/((2πf)²L). With L = 0.05 H and f = 100 Hz, the calculation gives 50.66×10⁻⁶ F. Expressed in microfarads, C = 50.66 μF."
"CH352","CH","L = 0.08 H. Determine C for f0 = 75 Hz.","56.28","μF","general_physics","Because the target resonant frequency and inductance are known, rearrange f0 = 1/(2π√LC) to isolate C. This gives C = 1/((2πf0)²L). Substituting f0 = 75 Hz and L = 0.08 H gives 56.28×10⁻⁶ F, or 56.28 μF."
"CH353","CH","Calculate C for L = 0.15 H resonating at 40 Hz.","105.54","μF","general_physics","For resonance at a specified frequency, C is inversely proportional to both L and f². Applying C = 1/((2πf)²L) with L = 0.15 H and f = 40 Hz gives C = 105.54 μF."
"CH354","CH","What capacitance C is needed for a 0.12 H inductor to resonate at 90 Hz?","26.06","μF","capacitor","The capacitor must make the LC natural frequency equal to 90 Hz. From the resonance equation, C = 1/((2πf)²L). Substituting f = 90 Hz and L = 0.12 H gives 26.06×10⁻⁶ F. Therefore the required capacitance is 26.06 μF."
"CH355","CH","L = 0.25 H. If it resonates at 25 Hz, what is C?","162.11","μF","general_physics","A lower target resonant frequency requires a larger LC product. Solving f = 1/(2π√LC) for capacitance gives C = 1/((2πf)²L). With L = 0.25 H and f = 25 Hz, C = 162.11×10⁻⁶ F, so C = 162.11 μF."
"CH356","CH","What capacitor is needed for a 0.02 H inductor to resonate at 120 Hz?","87.94","μF","capacitor","Use the resonance condition XL = XC, equivalently f = 1/(2π√LC). Since L and f are given, solve for C: C = 1/((2πf)²L). Inserting L = 0.02 H and f = 120 Hz yields 87.94×10⁻⁶ F, so C = 87.94 μF."
"CH357","CH","At resonance, U = 120 V, R = 40 Ω. What is the effective current I?","3.00","A","ac_resonance","At resonance, a series RLC circuit has zero net reactance, so the impedance equals R. The effective current is therefore found directly with Ohm's law. I = U/R = 120/40 = 3.00 A."
"CH358","CH","Given U = 150 V, R = 50 Ω at resonance. Calculate I.","3.00","A","ac_resonance","At resonance in a series RLC circuit, the inductive and capacitive reactances cancel, so the impedance is just R. Therefore the RMS current is determined by the resistive Ohm law I = U/R. Substituting 150 V and 50 Ω gives I = 3.00 A."
"CH359","CH","At resonance, U = 200 V, R = 60 Ω. What is the value of I?","3.33","A","ac_resonance","At resonance the total impedance is only the resistance, so current is maximized. The current is I = 200/60 = 3.333 A. Rounded to two decimals, this is 3.33 A."
"CH360","CH","At resonance with U = 100 V, R = 25 Ω, what is I?","4.00","A","ac_resonance","Because the circuit is at resonance, XL and XC are equal in magnitude and the net reactance is zero. The total impedance is therefore Z = R = 25 Ω. The RMS current follows I = U/Z = 100/25, giving I = 4.00 A."
"CH362","CH","At resonance, a 90 V source is connected to R = 15 Ω. Calculate the current I.","6.00","A","ac_resonance","At resonance, the source does not see any net reactive opposition in a series RLC circuit. The impedance reduces to the resistor value, R = 15 Ω. Applying the RMS relation I = U/R gives 90/15 = 6.00 A, which is the current."
"CH364","CH","At resonance, with U = 75 V and R = 25 Ω, what is the RMS current (I)?","3.00","A","ac_resonance","The phrase at resonance tells us that XL = XC, so only the resistance limits the RMS current. The equivalent impedance is 25 Ω. Using I = U/R with U = 75 V gives I = 75/25 = 3.00 A, reported in amperes."
"CH366","CH","Given: U = 150 V, R = 50 Ω, L = 0.20 H, C = 80 µF (at resonance). What is the value of U_L?","150","V","ac_resonance","At resonance, the current is I = U/R = 150/50 = 3 A. The inductor voltage can also be written as U_L = U√(L/C)/R. With √(0.20/80×10⁻⁶) = 50, U_L = 150×50/50 = 150 V."
"CH367","CH","At resonance: U = 200 V, R = 60 Ω, L = 0.05 H, C = 40 µF. What is UL?","117.85","V","ac_resonance","At resonance, the inductor voltage is larger or smaller than the source according to the quality factor. Use U_L = U√(L/C)/R. With √(0.05/40×10⁻⁶) = 35.36, U_L = 200×35.36/60 = 117.85 V."
"CH368","CH","A series RLC circuit is in resonance with a source voltage U = 100 V, resistance R = 25 Ω, inductance L = 0.08 H, and capacitance C = 100 µF. Calculate the voltage across the inductor (UL).","113.14","V","ac_resonance","In a resonant series RLC circuit, U_L = IXL and I = U/R. Combining these gives U_L = U√(L/C)/R. With L = 0.08 H and C = 100 µF, √(L/C) = 28.28, so U_L = 100×28.28/25 = 113.14 V."
"CH370","CH","At resonance, U = 90 V, R = 15 Ω, L = 0.25 H, C = 10 µF. Calculate UL.","948.68","V","ac_resonance","At resonance, the current is set by R, while the inductor voltage is I times the resonant inductive reactance. Using U_L = U√(L/C)/R, √(0.25/10×10⁻⁶) = 158.11. Thus U_L = 90×158.11/15 = 948.68 V."
"CH373","CH","L = 0.05 H, C = 40 µF, R = 20 Ω. What is the value of Q?","1.77","-","general_physics","The quality factor of a series RLC circuit at resonance is Q = √(L/C)/R. Convert C = 40 µF to 40×10⁻⁶ F. Then √(0.05/40×10⁻⁶) = 35.36, and Q = 35.36/20 = 1.77."
"CH374","CH","For a circuit with L = 0.12 H, C = 30 µF, and R = 30 Ω, calculate the quality factor (Q).","2.11","-","general_physics","For a series RLC circuit, the quality factor can be written Q = √(L/C)/R when L, C, and R are known. Convert C = 30 µF to 30×10⁻⁶ F before substitution. Then √(0.12/C) ≈ 63.25, and dividing by 30 Ω gives Q ≈ 2.11."
"CH375","CH","At resonance, U = 120 V and R = 40 Ω. What is the power P consumed by the circuit?","360","W","ac_resonance","At resonance, the power factor is one and the impedance is R. The real power is P = U²/R. Substituting U = 120 V and R = 40 Ω gives P = 14400/40 = 360 W."
"CH376","CH","U = 150 V, R = 50 Ω at resonance. Calculate P.","450","W","ac_resonance","The resonant circuit is purely resistive from the source perspective. Therefore P = U²/R. With U = 150 V and R = 50 Ω, P = 22500/50 = 450 W."
"CH377","CH","At resonance, with U = 200 V and R = 25 Ω, calculate the power P.","1600","W","ac_resonance","At resonance, voltage and current are in phase, so the average power is entirely real power in the resistor. The series circuit behaves like resistance R for input power. Use P = U²/R, giving 200²/25 = 1600 W."
"CH378","CH","A voltage U = 100 V is applied across a resistor R = 20 Ω at resonance. What is the power consumed (P)?","500","W","ac_resonance","The circuit is resonant, so its effective impedance is the resistance. The consumed power is P = U²/R. With 100 V and 20 Ω, P = 10000/20 = 500 W."
"CH379","CH","A circuit has R = 50 Ω, XL = 60 Ω, XC = 30 Ω (not in resonance). Calculate the total impedance Z.","58.31","Ω","ac_resonance","Because the circuit is not at resonance, the net reactance is XL - XC = 30 Ω. The impedance magnitude is Z = √(R² + (XL - XC)²). Substituting R = 50 Ω gives Z = √(2500 + 900) = 58.31 Ω."
"CH380","CH","A circuit has R = 30 Ω, XL = 40 Ω, XC = 70 Ω. What is the total impedance Z?","42.43","Ω","general_physics","The net reactance is XL - XC = 40 - 70 = -30 Ω. The impedance magnitude uses the square of this difference, so Z = √(30² + 30²). This gives Z = 42.43 Ω."
"CH381","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 80 V and has resistance R = 20 Ω. Calculate the power consumed by the circuit.","320","W","circuit_power","At resonance, the RLC circuit has unity power factor and impedance R. The consumed power is P = U²/R. With U = 80 V and R = 20 Ω, P = 6400/20 = 320 W."
"CH382","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 100 V and has resistance R = 30 Ω. Calculate the power consumed by the circuit.","333.333","W","circuit_power","The resonant circuit behaves as a resistor, so real power is determined by U²/R. Substituting U = 100 V and R = 30 Ω gives P = 10000/30 = 333.333 W."
"CH383","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 120 V and has resistance R = 40 Ω. Calculate the power consumed by the circuit.","360","W","circuit_power","At resonance, the net reactance cancels and the power factor becomes 1. The supplied RMS voltage is therefore applied to the effective resistance for real-power calculation. Using P = U²/R with U = 120 V and R = 40 Ω gives 360 W."
"CH384","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 140 V and has resistance R = 50 Ω. Calculate the power consumed by the circuit.","392","W","circuit_power","At resonance, the impedance equals the resistor value. Therefore the power consumed is P = U²/R. With U = 140 V and R = 50 Ω, P = 19600/50 = 392 W."
"CH385","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 160 V and has resistance R = 60 Ω. Calculate the power consumed by the circuit.","426.667","W","circuit_power","A resonant series RLC circuit consumes average power as if the input impedance were the resistance alone. Thus P = U²/R is appropriate for RMS voltage. With U = 160 V and R = 60 Ω, P = 160²/60 = 426.667 W."
"CH386","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 180 V and has resistance R = 20 Ω. Calculate the power consumed by the circuit.","1620","W","circuit_power","At resonance, the reactive parts exchange energy internally but do not reduce the input power factor. The real power is dissipated in R, so P = U²/R. Substituting U = 180 V and R = 20 Ω gives 180²/20 = 1620 W."
"CH387","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 200 V and has resistance R = 30 Ω. Calculate the power consumed by the circuit.","1333.333","W","circuit_power","The circuit is resonant, so the source sees a purely resistive impedance equal to R. Average power is therefore P = U²/R rather than a reactive-power expression. With U = 200 V and R = 30 Ω, P = 40000/30 = 1333.333 W."
"CH388","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 80 V and has resistance R = 40 Ω. Calculate the power consumed by the circuit.","160","W","circuit_power","At resonance, Z = R and the phase angle is zero. The consumed power is P = U²/R. Using 80 V and 40 Ω gives P = 6400/40 = 160 W."
"CH389","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 100 V and has resistance R = 50 Ω. Calculate the power consumed by the circuit.","200","W","circuit_power","The resonance condition removes the reactive part of the impedance. Power is therefore P = U²/R. With U = 100 V and R = 50 Ω, the result is 200 W."
"CH390","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 120 V and has resistance R = 60 Ω. Calculate the power consumed by the circuit.","240","W","circuit_power","At resonance, current and voltage are in phase and all average power is dissipated by the resistance. The correct RMS power relation is P = U²/R. Substituting U = 120 V and R = 60 Ω gives 14400/60 = 240 W."
"CH391","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 140 V and has resistance R = 20 Ω. Calculate the power consumed by the circuit.","980","W","circuit_power","The resonance condition makes the series impedance equal to the resistance, which also gives the maximum real power for the fixed voltage. Using P = U²/R with U = 140 V and R = 20 Ω gives P = 19600/20 = 980 W."
"CH392","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 160 V and has resistance R = 30 Ω. Calculate the power consumed by the circuit.","853.333","W","circuit_power","At resonance, the power factor is unity because the inductive and capacitive effects cancel in the total impedance. The equivalent input resistance is R = 30 Ω. Applying P = U²/R gives 160²/30 = 853.333 W."
"CH393","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 180 V and has resistance R = 40 Ω. Calculate the power consumed by the circuit.","810","W","circuit_power","At resonance, voltage and current are in phase, so the circuit consumes real power through the resistor only. The RMS voltage form is P = U²/R. Substituting U = 180 V and R = 40 Ω gives 32400/40 = 810 W."
"CH394","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 200 V and has resistance R = 50 Ω. Calculate the power consumed by the circuit.","800","W","circuit_power","The circuit is resonant, so the source power is dissipated in R. The formula is P = U²/R. With 200 V and 50 Ω, P = 40000/50 = 800 W."
"CH395","CH","At resonance, an RLC series circuit is supplied with RMS voltage U = 80 V and has resistance R = 60 Ω. Calculate the power consumed by the circuit.","106.667","W","circuit_power","The circuit is at resonance, so its input impedance is purely resistive and equal to R = 60 Ω. Average consumed power is therefore P = U²/R. With U = 80 V, P = 80²/60 = 106.667 W."
"CH396","CH","An RLC circuit has L = 0.05 H and C = 50 μF. Calculate the resonant frequency.","100.66","Hz","ac_resonance","This asks for the natural resonant frequency, so use f0 = 1/(2π√LC). Convert C = 50 μF to 50×10⁻⁶ F before multiplying by L = 0.05 H. Evaluating the expression gives approximately 100.66 Hz."
"CH397","CH","An RLC circuit has L = 0.1 H and C = 60 μF. Calculate the resonant frequency.","64.97","Hz","ac_resonance","The circuit resonates when XL equals XC, which leads to f0 = 1/(2π√LC). Convert the capacitance to 60×10⁻⁶ F and use L = 0.1 H. The LC product gives the correct scale, and the final frequency is 64.97 Hz."
"CH398","CH","An RLC circuit has L = 0.15 H and C = 70 μF. Calculate the resonant frequency.","49.12","Hz","ac_resonance","For resonance, the inductive and capacitive reactances must be equal in magnitude. This gives f0 = 1/(2π√LC). After converting C = 70 μF to farads and substituting L = 0.15 H, the resonant frequency is about 49.12 Hz."
"CH399","CH","An RLC circuit has L = 0.2 H and C = 20 μF. Calculate the resonant frequency.","79.58","Hz","ac_resonance","Use the resonance relation f0 = 1/(2π√LC), with all quantities in SI units. Here C = 20 μF = 20×10⁻⁶ F and L = 0.2 H. Substitution gives the circuit's natural resonant frequency, f0 = 79.58 Hz."
"CH400","CH","An RLC circuit has L = 0.25 H and C = 30 μF. Calculate the resonant frequency.","58.12","Hz","ac_resonance","The resonant frequency is controlled by the product LC: a larger product lowers the frequency. Convert C = 30 μF to 30×10⁻⁶ F and apply f0 = 1/(2π√LC). With L = 0.25 H, the result is 58.12 Hz."
"CH401","CH","An RLC circuit has L = 0.05 H and C = 40 μF. Calculate the resonant frequency.","112.54","Hz","ac_resonance","This is a direct LC resonance calculation. Convert C = 40 μF to 40×10⁻⁶ F, keep L = 0.05 H, and use f0 = 1/(2π√LC). The evaluated frequency is f0 = 112.54 Hz."
"CHLT001","CHLT","An RLC series circuit consists of R=50 Ω, L=0.5 H, and C=20 μF. When an AC voltage with a frequency of 40 Hz is supplied, does the circuit experience electrical resonance?","No","-","ac_resonance","To test resonance, compare the supplied frequency with f0 = 1/(2π√LC). With L = 0.5 H and C = 20 μF, f0 is about 50.33 Hz. Since 40 Hz is not equal to the resonant frequency, the circuit does not resonate."
"CHLT002","CHLT","Given a series AC circuit with R = 10 Ω, L = 0.4 H, and C = 50 μF, determine if resonance occurs at an operating frequency of 35.6 Hz.","Yes","-","ac_resonance","The resonant frequency is determined by L and C using f0 = 1/(2π√LC). For L = 0.4 H and C = 50 μF, f0 is approximately 35.6 Hz. The operating frequency matches this value, so resonance occurs."
"CHLT003","CHLT","A pure inductor with an inductance of 0.2 H is connected in series with a resistor R=25 Ω and a capacitor C=10 μF. Determine if resonance occurs at a frequency of f=112 Hz?","Yes","-","ac_resonance","For a series RLC circuit, resonance occurs when the applied frequency equals 1/(2π√LC). With L = 0.2 H and C = 10 μF, the resonant frequency is close to 112.5 Hz. The given 112 Hz is treated as matching within rounding, so the answer is Yes."
"CHLT004","CHLT","Given an RLC series circuit with R=40 Ω, L=0.318 H, and C=25 μF, will resonance occur if the AC current has a frequency of 56.4 Hz?","Yes","-","ac_resonance","Calculate f0 from L and C. Using L = 0.318 H and C = 25 μF gives a resonant frequency of about 56.4 Hz. Because the supplied frequency is the same within rounding, the circuit is in resonance."
"CHLT005","CHLT","An RLC series circuit has a resistor R=60 Ω, an inductor L=0.8 H, and a capacitor C=5 μF. When the power source supplies a frequency of 50 Hz, does electrical resonance occur?","No","-","ac_resonance","The resonance check uses f0 = 1/(2π√LC). For L = 0.8 H and C = 5 μF, f0 is about 79.6 Hz. The source frequency is 50 Hz, which is different, so resonance does not occur."
"CHLT006","CHLT","An RLC series circuit consists of a resistor with R=100 Ω, an inductor with L=0.02 H, and a capacitor with C=200 μF. Is it in resonance at a frequency of 80 Hz?","Yes","-","ac_resonance","Using f0 = 1/(2π√LC), with L = 0.02 H and C = 200 μF, the resonant frequency is about 79.6 Hz. The given 80 Hz agrees within normal rounding, so the circuit is considered resonant."
"CHLT007","CHLT","A series RLC circuit consists of R=15 Ω, L=0.3 H, and C=30 μF. Is the circuit in resonance at a frequency of 70 Hz?","No","-","ac_resonance","The resonant frequency from L = 0.3 H and C = 30 μF is about 53.05 Hz. Since the applied frequency is 70 Hz, the reactances are not equal. Therefore the circuit is not in resonance."
"CHLT008","CHLT","For an RLC AC circuit with R = 45 Ω, L = 1 H, and C = 4 μF, does resonance occur in the circuit at a frequency of 79.6 Hz?","Yes","-","ac_resonance","To decide whether resonance occurs, compare the source frequency with f0 = 1/(2π√LC). With L = 1 H and C = 4 μF, the computed resonant frequency is approximately 79.6 Hz. Since the operating frequency matches this value, the answer is Yes."
"CHLT009","CHLT","A series circuit consists of a capacitor C=100 μF, an inductor L=0.01 H, and a resistor R=8 Ω. Does resonance occur at f=100 Hz?","No","-","ac_resonance","For L = 0.01 H and C = 100 μF, the resonant frequency is about 159 Hz. The supplied frequency is only 100 Hz, so XL and XC are not equal. The circuit is therefore not resonant."
"CHLT010","CHLT","Consider an electrical circuit consisting of R=30 Ω, L=0.4 H, and a capacitor C=20 μF. Is the frequency f=56.3 Hz the resonant frequency of the circuit?","Yes","-","ac_resonance","Using f0 = 1/(2π√LC) with L = 0.4 H and C = 20 μF gives about 56.3 Hz. Since the proposed frequency equals this value, it is the resonant frequency."
"CHLT011","CHLT","Consider an RLC series circuit with R=50 Ω, L=0.25 H, and C=25 μF. At a frequency of f=60 Hz, does resonance occur?","No","-","ac_resonance","The resonant frequency for L = 0.25 H and C = 25 μF is roughly 63.66 Hz. The applied frequency is 60 Hz, not the same value. Thus the circuit is not exactly in resonance."
"CHLT012","CHLT","An RLC circuit has R=20 Ω, L=0.159 H, and C=10 μF. Is the circuit in resonance at f=126 Hz?","Yes","-","ac_resonance","Compute the natural frequency from f0 = 1/(2π√LC). With L = 0.159 H and C = 10 μF, the result is about 126 Hz. Since this matches the given frequency, resonance occurs."
"CHLT013","CHLT","Consider a series RLC circuit with R=35 Ω, L=0.5 H, C=2 μF. When supplied with an AC current at a frequency of 70 Hz, does the circuit resonate?","No","-","ac_resonance","The resonant frequency is set by L and C. For L = 0.5 H and C = 2 μF, f0 is about 159 Hz. Since the source frequency is 70 Hz, the circuit does not resonate."
"CHLT014","CHLT","A series RLC circuit has R=75 Ω, L=0.2 H, C=40 μF. Is 56.3 Hz the resonant frequency?","Yes","-","ac_resonance","Using the resonance formula with L = 0.2 H and C = 40 μF gives f0 ≈ 56.3 Hz. The asked frequency is the same, so 56.3 Hz is the resonant frequency."
"CHLT015","CHLT","A circuit consists of an inductor L=0.3 H, a capacitor C=5 μF, and a resistor R=12 Ω. When operating at f=100 Hz, does the circuit resonate?","No","-","capacitor","The resonance frequency for L = 0.3 H and C = 5 μF is about 129.95 Hz. The circuit is operated at 100 Hz, which is lower than f0. Therefore the circuit is not resonant."
"CHLT016","CHLT","A series circuit contains a resistor R=90 Ω, an inductor L=0.25 H, and a capacitor C=100 μF. Does the circuit resonate at a frequency of 31.8 Hz?","Yes","-","capacitor","Check resonance by computing the natural frequency from the given L and C. Using f0 = 1/(2π√LC), with C = 100 μF converted to farads, gives f0 ≈ 31.8 Hz. The supplied frequency is the same, so the circuit resonates."
"CHLT017","CHLT","In a series RLC circuit with R=30 Ω, L=1 H, C=1 μF, does resonance occur at f=159 Hz?","Yes","-","ac_resonance","The resonance frequency for L = 1 H and C = 1 μF is approximately 159 Hz. Since the operating frequency is given as 159 Hz, the inductive and capacitive reactances are equal. Thus resonance occurs."
"CHLT018","CHLT","An AC circuit has R=18 Ω, L=0.8 H, and C=3 μF. At a frequency of 100 Hz, does electrical resonance occur?","No","-","ac_resonance","Using L = 0.8 H and C = 3 μF, the resonant frequency is about 102.7 Hz. The supplied frequency is 100 Hz, which does not exactly match. Therefore electrical resonance is not reached."
