"id","prefix","question","answer","unit","topic","explanation"
"CH166","CH","An RMS voltage U = 60 V is applied to a series RLC circuit with R = 40 Ω, operating at resonance. Calculate the maximum power dissipated Pmax.","90","W","ac_resonance","At resonance, the circuit is purely resistive and all average power is dissipated by R. The maximum power can be written as P_max = U²/R. Substituting U = 60 V and R = 40 Ω gives 3600/40 = 90 W."
"CH168","CH","Apply an RMS voltage U = 90 V to a series RLC circuit with R = 60 Ω, which is currently operating at resonance. Calculate the maximum power consumed Pmax.","135","W","ac_resonance","Resonance makes the power factor equal to one, so the supplied RMS voltage is used fully for real power. The maximum power in the resistor is P_max = U²/R. With 90 V and 60 Ω, P_max = 8100/60 = 135 W."
"CH169","CH","Apply an RMS voltage U = 112 V to a series RLC circuit with R = 75 Ω and at resonance. Calculate the maximum power consumed Pmax.","167.25","W","ac_resonance","Since the circuit is at resonance, its impedance is R and the average power is maximized. Use P_max = U²/R with RMS voltage. The calculation gives 112²/75 = 12544/75 = 167.25 W approximately."
"CH170","CH","An RMS voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, which is currently at resonance. Calculate the maximum power dissipated Pmax.","180","W","ac_resonance","At resonance, the source sees only the resistance, so the average dissipated power is the largest possible for the given voltage. Applying P_max = U²/R gives 120²/80 = 14400/80 = 180 W."
"CH171","CH","Apply effective voltage U = 135 V to a series RLC circuit with R = 90 Ω and currently resonating. Calculate the maximum power consumed Pmax.","202.5","W","ac_resonance","At resonance in a series RLC circuit, the inductive and capacitive reactances cancel, so the source sees only the resistance R and the power factor is 1. The maximum real power is therefore Pmax = U²/R. Substituting U = 135 V and R = 90 Ω gives 135²/90 = 202.5 W."
"CH172","CH","An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω. The circuit is currently in resonance. Calculate the maximum power consumed, Pmax.","225","W","ac_resonance","The circuit is in resonance, so current is maximized and all impedance is resistive. The maximum average power is computed from the RMS voltage as P_max = U²/R. With 150 V and 100 Ω, P_max = 22500/100 = 225 W."
"CH173","CH","RMS voltage U = 180 V is applied to a series RLC circuit with R = 120 Ω, and the circuit is currently resonating. Calculate the maximum power dissipated Pmax.","270","W","ac_resonance","At resonance, the resistor receives the real power while the inductor and capacitor exchange energy without net consumption. Thus P_max = U²/R. Using U = 180 V and R = 120 Ω gives 32400/120 = 270 W."
"CH174","CH","Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 Ω, which is currently in resonance. Calculate the maximum power dissipated (Pmax).","337.5","W","ac_resonance","The resonance condition makes the series impedance equal to R, so power dissipation is maximized in the resistor. Use P_max = U²/R. The numerical value is 225²/150 = 50625/150 = 337.5 W."
"CH175","CH","An RMS voltage U = 300 V is applied to a series RLC circuit with R = 200 Ω, which is operating at resonance. Calculate the maximum power consumed (Pmax).","450","W","ac_resonance","At resonance the circuit has power factor one and impedance R = 200 Ω. The maximum consumed power is P_max = U²/R. Substituting the RMS voltage gives 300²/200 = 90000/200 = 450 W."
"CH176","CH","What is the power factor (cosφ) of a series RLC circuit at resonance?","1","-","ac_resonance","At resonance in a series RLC circuit, the inductive reactance and capacitive reactance are equal. Their difference is zero, so the impedance has no reactive part and the phase angle φ between voltage and current is zero. Therefore cosφ = cos0 = 1."
"CH177","CH","What is the power factor (cosφ) of a series RLC resonant circuit?","1","-","ac_resonance","A resonant series RLC circuit behaves like a pure resistor from the source point of view. Voltage and current are in phase, so the phase angle is zero. The power factor is the cosine of that angle, hence cosφ = 1."
"CH178","CH","Calculate the power factor (cosφ) of an RLC circuit when Z = R (at resonance).","1","-","ac_resonance","If Z equals R, the circuit impedance is purely resistive. This is exactly the resonant condition for a series RLC circuit, where the reactive parts cancel. Since cosφ = R/Z, substituting Z = R gives cosφ = 1."
"CH179","CH","When resonance occurs (φ = 0), what is cosφ?","1","-","ac_resonance","The problem directly states that the phase angle at resonance is φ = 0. The power factor is cosφ, so it becomes cos0. The cosine of zero degrees or zero radians is 1, making the power factor equal to 1."
"CH180","CH","What value does cosφ reach in the case of resonance?","1","-","ac_resonance","In resonance, the current and voltage in a series RLC circuit are aligned in phase. That means the phase shift φ vanishes. Since the power factor is cosφ, the resonant value is cos0 = 1."
"CH181","CH","At resonance, what is the total impedance Z of a series RLC circuit with R = 30 Ω?","30","Ω","ac_resonance","For a series RLC circuit at resonance, X_L = X_C. The reactive difference in the impedance formula is therefore zero. The total impedance magnitude reduces to Z = R, so with R = 30 Ω the impedance is 30 Ω."
"CH183","CH","At resonance, what is the total impedance Z of a series RLC circuit with R = 60 Ω?","60","Ω","ac_resonance","The resonance condition cancels the inductive and capacitive reactances. Because no net reactance remains, the impedance magnitude is simply the resistance. With R = 60 Ω, the total impedance is Z = 60 Ω."
"CH184","CH","What is the total impedance Z of a series RLC circuit with R = 80 Ω at resonance?","80","Ω","ac_resonance","At resonance, a series RLC circuit has zero net reactance. The impedance formula becomes Z = √(R² + 0²), so Z equals R. For R = 80 Ω, the total impedance is 80 Ω."
"CH185","CH","At resonance, what is the total impedance Z of a series RLC circuit with R = 100 Ω?","100","Ω","ac_resonance","The inductive and capacitive reactances are equal at resonance, so they cancel in the series impedance. The only remaining contribution is the resistor. Therefore Z = R = 100 Ω."
"CH186","CH","Consider a series RLC circuit with fixed components. At an angular frequency ω0, the inductive reactance X_L = 18 Ω and the capacitive reactance X_C = 72 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?","2.0","-","ac_resonance","With fixed L and C, inductive reactance scales as ω while capacitive reactance scales as 1/ω. If the new angular frequency is kω0, resonance requires kX_L = X_C/k. Thus k² = X_C/X_L = 72/18 = 4, so k = 2.0."
"CH187","CH","In a series RLC circuit, at ω0, the inductor has an inductive reactance of 25 Ω, and the capacitor has a capacitive reactance of 225 Ω. By what factor of ω0 should the angular frequency be changed to achieve resonance?","3.0","-","ac_resonance","When frequency changes by a factor k, X_L becomes k times larger and X_C becomes divided by k. Resonance needs these two new reactances to be equal. Therefore k² = 225/25 = 9, which gives k = 3.0."
"CH188","CH","For a series RLC circuit with fixed components, when the angular frequency of the current is ω0, X_L = 30 Ω and X_C = 75 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?","1.581","-","ac_resonance","The inductor reactance is proportional to frequency, while the capacitor reactance is inversely proportional to frequency. Setting kX_L equal to X_C/k gives k = √(X_C/X_L). Here k = √(75/30) = √2.5 = 1.581."
"CH189","CH","A series RLC circuit has constant component values. At ω0, the inductive reactance of the inductor is 35 Ω, and the capacitive reactance of the capacitor is 140 Ω. By what factor must ω be changed relative to ω0 for the circuit to reach resonance?","2.0","-","ac_resonance","The capacitor reactance is initially four times the inductor reactance. Increasing angular frequency raises X_L and lowers X_C, so resonance occurs when k² = X_C/X_L. Since 140/35 = 4, the required factor is k = 2.0."
"CH190","CH","Consider a series RLC circuit. At the initial angular frequency ω0, XL = 45 Ω and XC = 405 Ω. The new angular frequency is set to k×ω0. What is the value of k for the circuit to resonate?","3.0","-","ac_resonance","At kω0, the new reactances are X_L' = kXL and X_C' = XC/k. Resonance requires equality between them. Solving kXL = XC/k gives k² = 405/45 = 9, so k = 3.0."
"CH191","CH","Consider an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance XL = 50 Ω and the capacitive reactance XC = 200 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?","2.0","-","ac_resonance","The current frequency must be adjusted until the two reactances match. Because X_L varies directly with ω and X_C varies inversely with ω, the factor satisfies k² = X_C/X_L. Here 200/50 = 4, so k = 2.0."
"CH192","CH","In a series RLC circuit, at ω₀, the inductor has an inductive reactance of 60 Ω and the capacitor has a capacitive reactance of 135 Ω. To what multiple of ω₀ must the angular frequency be changed to achieve resonance?","1.5","-","ac_resonance","Let the new angular frequency be kω₀. Then the inductor reactance becomes 60k and the capacitor reactance becomes 135/k. Equating them for resonance gives 60k = 135/k, so k² = 2.25 and k = 1.5."
"CH193","CH","In a series RLC circuit with constant components, when the angular frequency is ω0, XL = 24 Ω and XC = 216 Ω. By what factor must the angular frequency be multiplied relative to ω0 for resonance to occur?","3.0","-","ac_resonance","For fixed circuit components, increasing frequency multiplies X_L by k and divides X_C by k. Resonance occurs when kXL = XC/k. Therefore k² = 216/24 = 9, which gives k = 3.0."
"CH194","CH","A series RLC circuit has constant component values. At an angular frequency ω0, the inductive reactance (XL) is 55 Ω, and the capacitive reactance (XC) is 110 Ω. By what factor of ω0 should ω be changed to bring the circuit into resonance?","1.414","-","ac_resonance","The required factor follows from matching the changed reactances. At kω0, X_L becomes 55k and X_C becomes 110/k. Setting them equal gives k² = 110/55 = 2, so k = √2 = 1.414."
"CH195","CH","Consider a series RLC circuit. At the initial angular frequency ω0, X_L = 80 Ω and X_C = 20 Ω. A new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?","0.5","-","ac_resonance","Here the inductor reactance is already larger than the capacitor reactance, so the frequency must be reduced. The resonance condition at kω0 is kX_L = X_C/k. Thus k² = 20/80 = 0.25, giving k = 0.5."
"CH196","CH","Consider a series RLC circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 90 Ω and the capacitive reactance X_C = 30 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?","0.577","-","ac_resonance","Because X_L is greater than X_C at the initial frequency, resonance requires lowering the angular frequency. Using k² = X_C/X_L gives k² = 30/90 = 1/3. Therefore k = √(1/3) = 0.577."
"CH198","CH","For a series RLC circuit with fixed components, when the angular frequency is ω0, XL = 40 Ω and XC = 40 Ω. By what factor must ω0 be multiplied to achieve resonance?","1.0","-","ac_resonance","The circuit is already at the point where inductive and capacitive reactances are equal. The resonance condition X_L = X_C is satisfied at ω0. Therefore no change in angular frequency is needed, so the multiplier is k = 1.0."
"CH199","CH","A series RLC circuit has unchanging component values. At ω0, the inductive reactance of the inductor is 12 Ω, and the capacitive reactance of the capacitor is 108 Ω. By what factor must ω be changed relative to ω0 for the circuit to resonate?","3.0","-","ac_resonance","The new frequency factor k must make kX_L equal to X_C/k. This gives k² = X_C/X_L. With X_C = 108 Ω and X_L = 12 Ω, k² = 9, so the angular frequency must be multiplied by 3.0."
"CH200","CH","Consider a series RLC circuit. At an initial angular frequency ω₀, the inductive reactance X_L is 16 Ω, and the capacitive reactance X_C is 32 Ω. What is the value of k for the circuit to be in resonance when the angular frequency is set to k×ω₀?","1.414","-","ac_resonance","Changing the angular frequency to kω₀ changes the reactances to kX_L and X_C/k. Resonance requires these to be equal. Therefore k² = 32/16 = 2, and k = √2 = 1.414."
"CH201","CH","Given an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 22 Ω and the capacitive reactance X_C = 198 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?","3.0","-","ac_resonance","At a new frequency kω0, the inductor reactance is multiplied by k while the capacitor reactance is divided by k. Setting them equal gives k² = 198/22 = 9. The required multiplier is therefore k = 3.0."
"CH202","CH","In a series RLC circuit, at ω0, the inductor has an inductive reactance of 28 Ω and the capacitor has a capacitive reactance of 112 Ω. What multiple of ω0 should the angular frequency be changed to in order to achieve resonance?","2.0","-","ac_resonance","The circuit reaches resonance when the adjusted inductive and capacitive reactances are equal. Since X_L' = 28k and X_C' = 112/k, the condition gives 28k = 112/k. Hence k² = 4 and k = 2.0."
"CH204","CH","An RLC series circuit has constant component values. At ω0, the inductive reactance of the inductor is 42 Ω, and the capacitive reactance of the capacitor is 84 Ω. By what factor must ω be changed relative to ω0 for the circuit to be in resonance?","1.414","-","ac_resonance","For fixed L and C, the frequency factor satisfies k² = X_C/X_L. In this case the ratio is 84/42 = 2. Therefore the needed factor is k = √2 = 1.414, meaning the angular frequency should be increased."
"CH205","CH","Consider an RLC series circuit. At the initial angular frequency ω0, X_L = 48 Ω and X_C = 192 Ω. The new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?","2.0","-","ac_resonance","When angular frequency is multiplied by k, inductive reactance scales up to 48k while capacitive reactance scales down to 192/k. Resonance requires these two new reactances to be equal. Thus 48k = 192/k, so k² = 4 and the positive frequency factor is k = 2.0."
"CH206","CH","Consider an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 63 Ω and the capacitive reactance X_C = 252 Ω. By what factor must the angular frequency be adjusted relative to ω0 for the circuit to resonate?","2.0","-","ac_resonance","The frequency change must balance the opposite frequency dependences of X_L and X_C. Using k² = X_C/X_L gives k² = 252/63 = 4. Thus the angular frequency must be multiplied by k = 2.0."
"CH207","CH","In a series RLC circuit, at ω0, the inductor has an inductive reactance of 70 Ω and the capacitor has a capacitive reactance of 490 Ω. What multiple of ω0 must the angular frequency be to achieve resonance?","2.646","-","ac_resonance","Let the new angular frequency be kω0. The resonance condition is kX_L = X_C/k, so k² = 490/70 = 7. Taking the square root gives k = √7 = 2.646."
"CH208","CH","For an RLC series circuit with constant components, at an angular frequency ω0, X_L = 75 Ω and X_C = 300 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?","2.0","-","ac_resonance","The capacitor reactance is initially four times the inductor reactance. Since increasing frequency raises X_L and lowers X_C, the required factor is k = √(X_C/X_L). This gives k = √(300/75) = 2.0."
"CH209","CH","A series RLC circuit has constant component values. At angular frequency ω0, the inductive reactance of the inductor is 85 Ω, and the capacitive reactance of the capacitor is 425 Ω. By what factor must ω be changed from ω0 for the circuit to be in resonance?","2.236","-","ac_resonance","For fixed L and C, XL is proportional to angular frequency while XC is inversely proportional to it. If the new frequency is kω0, the resonance condition is 85k = 425/k. This gives k² = 5, and the physically meaningful positive factor is k = √5 ≈ 2.236."
"CH210","CH","Consider a series RLC circuit. At an initial angular frequency ω0, X_L = 95 Ω and X_C = 380 Ω. The new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?","2.0","-","ac_resonance","The adjusted reactances are X_L' = 95k and X_C' = 380/k. Resonance requires equality, so 95k = 380/k. This gives k² = 4 and the frequency multiplier is k = 2.0."
"CH211","CH","Consider a series RLC circuit with fixed components. At an angular frequency ω0, the inductive reactance X_L = 15 Ω and the capacitive reactance X_C = 60 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?","2.0","-","ac_resonance","The new angular frequency kω0 must make the inductor and capacitor reactances equal. Because X_L changes as k and X_C changes as 1/k, k² = 60/15 = 4. Hence k = 2.0."
"CH212","CH","In an RLC series circuit, at an angular frequency of ω0, the inductor has an inductive reactance of 66 Ω and the capacitor has a capacitive reactance of 33 Ω. To what multiple of ω0 must the angular frequency be changed to achieve resonance?","0.707","-","ac_resonance","Here X_L is greater than X_C at the starting frequency, so the angular frequency must decrease. The resonance factor satisfies k² = X_C/X_L = 33/66 = 0.5. Therefore k = √0.5 = 0.707."
"CH214","CH","An RLC series circuit has fixed component values. At ω0, the inductive reactance of the inductor is 32 Ω, and the capacitive reactance of the capacitor is 128 Ω. By what factor must ω be changed relative to ω0 for the circuit to be in resonance?","2.0","-","ac_resonance","At the new frequency kω0, the two reactances become 32k and 128/k. Resonance requires 32k = 128/k. This gives k² = 4, so the angular frequency must be multiplied by 2.0."
"CH215","CH","Consider a series RLC circuit. At the initial angular frequency ω₀, X_L = 20 Ω and X_C = 180 Ω. The new angular frequency is set to k×ω₀. What is the value of k for the circuit to resonate?","3.0","-","ac_resonance","Increasing the angular frequency by a factor k makes the inductive reactance 20k and the capacitive reactance 180/k. Resonance occurs only when the two are equal. Solving 20k = 180/k gives k² = 9, so the required positive frequency multiplier is k = 3.0."
"CH216","CH","Circuit AB consists of segment AM (R1 = 20 Ω in series with capacitor C) and segment MB (R2 = 50 Ω in series with inductor L). Given that LCω² = 1 and uAM is 90° out of phase with uMB. An RMS voltage U = 120 V is applied across AB. What is the total power consumed by circuit AB?","205.71","W","ac_resonance","The condition LCω² = 1 makes the capacitive and inductive reactance magnitudes related so that the two segment voltages are perpendicular. For this AB configuration, the effective impedance reduces to (R1 + R2) in the power relation P = U²/(R1 + R2). Thus P = 120²/(20 + 50) = 205.71 W."
"CH218","CH","Circuit AB consists of segment AM (with a resistor R1 = 25 Ω in series with a capacitor C) and segment MB (with a resistor R2 = 60 Ω in series with an inductor L). Given that LCω² = 1 and uAM is 90° out of phase with uMB. An RMS voltage U = 110 V is applied across AB. What is the power consumed by the entire circuit AB?","142.35294117647058","W","capacitor","The two segment voltages are in quadrature under the given LCω² = 1 condition. For this special circuit form, total real power is determined by the two resistive parts through P = U²/(R1 + R2). Substituting R1 = 25 Ω, R2 = 60 Ω, and U = 110 V gives 12100/85 = 142.35294117647058 W."
"CH219","CH","Circuit AB comprises two segments connected in series: AM and MB. Segment AM consists of resistor R1 = 40 Ω in series with capacitor C. Segment MB consists of resistor R2 = 80 Ω in series with inductor L. Given LCω² = 1 and that the voltage across AM (u_AM) is 90° out of phase with the voltage across MB (u_MB). An RMS voltage U = 90 V is applied across the terminals AB. Calculate the total power consumed by circuit AB.","67.5","W","ac_resonance","Because u_AM and u_MB are perpendicular phasors, the special circuit condition leads to an equivalent resistive denominator R1 + R2 for total power. The RMS source voltage is 90 V. Therefore P = U²/(R1 + R2) = 90²/(40 + 80) = 8100/120 = 67.5 W."
"CH220","CH","Circuit AB consists of segment AM, which has resistor R1 = 10 Ω in series with capacitor C, and segment MB, which has resistor R2 = 90 Ω in series with inductor L. Given that LCω² = 1 and uAM is 90° out of phase with uMB. An RMS voltage U = 100 V is applied across AB. What is the total power consumed by circuit AB?","100.0","W","ac_resonance","The LCω² = 1 relation and the 90° phase difference allow the total consumed power to be written using the sum of the two resistors. With U = 100 V, R1 = 10 Ω, and R2 = 90 Ω, P = U²/(R1 + R2) = 10000/100 = 100.0 W."
"CH221","CH","Circuit AB has R1 = 20 Ω and R2 = 30 Ω. It satisfies the condition LCω² = 1, and the voltage uAM is 90 degrees out of phase with uMB (uAM and uMB are in quadrature). An RMS voltage U = 80 V is applied across AB. What is the RMS current in the circuit?","1.6","A","general_physics","For this quadrature AB circuit, the total current can be found from the effective resistive sum R1 + R2. The equivalent impedance for the current calculation is 20 + 30 = 50 Ω. Hence I = U/(R1 + R2) = 80/50 = 1.6 A."
"CH222","CH","Circuit AB has R1 = 15 Ω, R2 = 45 Ω and satisfies the condition LCω² = 1 (uAM and uMB are in phase quadrature). An RMS voltage U = 90 V is applied across AB. What is the RMS current in the circuit?","1.5","A","general_physics","The two segment voltages are in quadrature and the LCω² = 1 condition simplifies the effective opposition to R1 + R2. Thus the circuit current is I = U/(R1 + R2). Substituting 90 V, 15 Ω, and 45 Ω gives I = 90/60 = 1.5 A."
"CH223","CH","A circuit AB has R1 = 35 Ω, R2 = 70 Ω and satisfies LCω² = 1 (uAM is in quadrature with uMB). An RMS voltage U = 100 V is applied across AB. What is the RMS current in the circuit?","0.95","A","general_physics","The phase condition makes the RMS source voltage compatible with the simplified equivalent resistance R1 + R2. The current is therefore I = U/(R1 + R2). With 100 V across 35 Ω + 70 Ω = 105 Ω, I = 0.952 A, reported as 0.95 A."
"CH224","CH","Circuit AB has R1 = 50 Ω, R2 = 25 Ω and satisfies LCω² = 1 (uAM is in quadrature with uMB). An RMS voltage U = 75 V is applied across AB. What is the RMS current in the circuit?","1.0","A","general_physics","Under the stated quadrature condition, the effective impedance for the whole AB circuit is the sum of the two resistive parts. That sum is 50 Ω + 25 Ω = 75 Ω. The RMS current is I = 75/75 = 1.0 A."
"CH225","CH","In circuit AB, R1 = 60 Ω, R2 = 40 Ω and the condition LCω² = 1 is satisfied (uAM is 90 degrees out of phase with uMB). An effective voltage U = 120 V is applied across AB. What is the effective current in the circuit?","1.2","A","general_physics","The given condition places the two segment voltages in quadrature and allows the current to be obtained from U divided by R1 + R2. The resistive sum is 60 Ω + 40 Ω = 100 Ω. Therefore I = 120/100 = 1.2 A."
"CH226","CH","Circuit AB consists of a resistor R1 = 20 Ω and a section MB. Section MB contains a resistor R2 and an inductor L, satisfying the condition LCω² = 1. The voltage across AM (uAM) is 90 degrees out of phase with the voltage across MB (uMB). When an RMS voltage U = 100 V is applied to AB, the total power consumed is 142.86 W. What is the value of R2?","50.0","Ω","circuit_power","For this AB circuit, total power follows P = U²/(R1 + R2). Rearranging gives R1 + R2 = U²/P. With U = 100 V and P = 142.86 W, the total resistive sum is about 70 Ω. Since R1 = 20 Ω, R2 = 50.0 Ω."
"CH227","CH","A series circuit AB consists of two segments: AM and MB. Segment AM contains a resistor R1 = 35 Ω and a capacitor C. Segment MB contains a resistor R2 and an inductor L. The circuit components satisfy the condition LCω² = 1 (where ω is the angular frequency). The voltage across segment AM (uAM) is 90 degrees out of phase with the voltage across segment MB (uMB). When an RMS voltage U = 90 V is applied across AB, the total power consumed by the circuit is 117.65 W. What is the value of R2?","34.0","Ω","ac_resonance","Using the quadrature AB relation, P = U²/(R1 + R2). Therefore R1 + R2 = U²/P = 90²/117.65, which is approximately 69 Ω. Subtracting R1 = 35 Ω leaves R2 = 34.0 Ω."
