"id","prefix","question","answer","unit","topic","explanation"
"DT025","DT","Given two point charges located along the Ox axis: charge q1 = -9 x 10^-6 C is placed at the origin O, and charge q2 = 4 x 10^-6 C is located 20 cm from the origin. What is the coordinate on the Ox axis where the electric field strength is zero?","60","cm","electrostatics_field","Because the charges have opposite signs, the zero-field point must lie outside the segment, on the side of the smaller charge. Set k|q1|/x² = k|q2|/(x - 20)² with directed distances. Solving gives the coordinate 60 cm."
"DT027","DT","Two point charges of the same sign and magnitudes such that q1 = 4q2 are placed at points A and B, which are 12 cm apart. Find the point where the net electric field is zero, and calculate its distance from A.","8","cm","electrostatics_field","For same-sign charges, the zero-field point lies between A and B. Let the distance from A be x, then kq1/x² = kq2/(12 - x)². Since q1 = 4q2, x/(12 - x) = 2, giving x = 8 cm from A."
"DT028","DT","Given two point charges of the same sign and magnitudes q1 = 4q2, placed at A and B, separated by 12 cm. Find the point where the net electric field strength is zero, and calculate its distance from B.","4","cm","electrostatics_field","The zero-field point lies between the same-sign charges and closer to the smaller charge q2. From the relation x/(12 - x) = √(q1/q2) = 2, the distance from A is 8 cm. Therefore the distance from B is 4 cm."
"DT029","DT","Two electric charges q1 = 9 x 10^-8 C and q2 = -16 x 10^-8 C are placed at points A and B, separated by 12 cm in the air. Find the point where the net electric field is zero, and calculate its distance from A.","36","cm","electrostatics_field","The charges have opposite signs, so the zero-field point is outside the segment on the side of the smaller magnitude charge. Set the field magnitudes equal using directed distances from A and B. Solving the ratio equation gives a distance of 36 cm from A."
"DT035","DT","Two point charges q1 = -9 x 10^-6 C and q2 = -4 x 10^-6 C are placed at two points A and B, respectively, which are 20 cm apart in air. Calculate the magnitude of the resultant electric field strength at point C, given that AC = 30 cm and BC = 10 cm.","45.10^{5}","V/m","electrostatics_field","Point C lies on the same line as the two negative charges, so the field directions at C must be assigned toward each source charge. Compute the two magnitudes with E = k|q|/r² using AC = 0.30 m and BC = 0.10 m, then combine them with their directions. The resultant magnitude is 45.10^{5} V/m."
"DT036","DT","At two points A and B, separated by 20 cm in air, charges q1 = -9 x 10⁻⁶ C and q2 = -4 x 10⁻⁶ C are placed. Find point M where the resultant electric field strength due to these two charges is zero. Calculate AM.","12","cm","electrostatics_field","The charges have the same sign, so the zero-field point lies between A and B. Let AM = x and BM = 20 - x. Equating k|q1|/x² = k|q2|/(20 - x)² gives x/(20 - x) = 3/2, so AM = 12 cm."
"DT037","DT","At two points A and B, separated by 20 cm in air, charges q1 = -9 x 10^-6 C and q2 = -4 x 10^-6 C are placed respectively. Find point M where the net electric field due to these two charges is zero. Calculate the distance BM.","8","cm","electrostatics_field","For same-sign charges, cancellation occurs between them and closer to the smaller charge. From |q1|/AM² = |q2|/BM² and AB = 20 cm, the distances are in the ratio 3:2. Thus BM = 8 cm."
"DT040","DT","At two vertices A and B of an equilateral triangle ABC with side length 'a', two point charges q1 = q2 = 4 x 10^-9 C are placed in air. What value must charge q3 have at vertex C so that the electric field strength produced by the system of three charges at the centroid G of the triangle is zero?","4 . 10^{-9}","C","electrostatics_field","At the centroid of an equilateral triangle, the distances to all vertices are equal. The vector sum of fields from equal charges at the three vertices is zero by symmetry. Since q1 and q2 are both 4×10^-9 C, q3 must have the same value."
"DT041","DT","A small sphere carrying an electric charge of 10^-9 C is placed in air. What is the electric field strength at a point 3cm away from the sphere?","10^4","V/m","electrostatics_field","Treat the charged sphere as a point charge at this distance. Use E = k|q|/r² with q = 10^-9 C and r = 0.03 m. The calculation gives 10^4 V/m."
"DT042","DT","A point charge q is placed in a homogeneous, infinite medium with a dielectric constant of 2.5. At point M, 0.4m away from q, the electric field vector has a magnitude of 9 x 10^5 V / m and points towards the charge q. Which of the following statements is correct regarding the sign and magnitude of charge q?","-4 . 10^{-5}","C","electrostatics_field","In a dielectric medium, E = k|q|/(εr²). The field points toward the charge, so q is negative. Solving |q| = Eεr²/k with E = 9×10^5, ε = 2.5, and r = 0.4 m gives 4×10^-5 C, so q = -4×10^-5 C."
"DT043","DT","An electron moves along the electric field lines of a uniform electric field with an electric field strength E = 100 V / m. Its initial velocity is 300 km / s, in the direction of the electric field vector E. What distance does the electron travel before its velocity reduces to zero?","2.56","mm","electrostatics_field","An electron has force opposite the electric field direction, so it decelerates while moving along E. Use work-energy: eEs = 1/2 mv². Substituting v = 300 km/s and E = 100 V/m gives a stopping distance of 2.56 mm."
"DT044","DT","A charge q is placed in a dielectric medium. At point M, 40 cm away from q, the electric field has a magnitude of 9 x 10^5 V / m and is directed towards the charge q. Given that the dielectric constant of the medium is 2.5. Determine the sign and magnitude of q.","-40 . 10^{-6}","C","electrostatics_field","The field direction toward the source charge means the charge is negative. In a dielectric medium, use E = k|q|/(εr²), so |q| = Eεr²/k. Substituting E = 9×10^5 V/m, ε = 2.5, and r = 0.40 m gives |q| = 40×10^-6 C, hence q = -40×10^-6 C."
"DT045","DT","A charge q = 10^-7 C is placed in the electric field of a point charge Q, experiencing a force F = 3 mN. Calculate the magnitude of charge Q, given that the two charges are separated by a distance of 30 cm in vacuum.","3 . 10^{-7}","C","electrostatics_field","Use Coulomb's law F = k|Qq|/r². Rearranging gives |Q| = Fr²/(k|q|). With F = 3 mN, r = 0.30 m, and q = 10^-7 C, the magnitude is 3×10^-7 C."
"DT046","DT","A charge q = 10^-7 C is placed in the electric field of a point charge Q, and experiences a force F = 3 mN. Calculate the electric field strength at the point where charge q is placed, given that the two charges are separated by a distance of 30 cm in a vacuum.","3 . 10^4","V/m","electrostatics_field","Electric field strength is force per unit test charge: E = F/q. Convert F = 3 mN to 3×10^-3 N and use q = 10^-7 C. This gives E = 3×10^4 V/m."
"DT047","DT","A charge q is placed at point O in the air. Ox is an electric field line. Take two points A and B on Ox. Let M be the midpoint of AB. E_A is the electric field strength at A, and E_B is the electric field strength at B. Determine 1/sqrt(E_M) in terms of E_A and E_B.","1/2 . (1/ \sqrt{E_A} + 1/ \sqrt{E_B})","-","electrostatics_field","For a point charge along one field line, E is proportional to 1/r², so 1/√E is proportional to distance from the charge. Since M is the midpoint of A and B, its distance is the average of the two distances. This gives the stated average relation for 1/√E_M."
"DT049","DT","Two point charges q1 and q2 are placed at A and B, with AB = 2 cm. Given that q1 + q2 = 7 x 10^-8 C, and at point M, which is 6 cm from q1 and 8 cm from q2, the electric field strength is E = 0. Find q1.","-9 × 10^-8","C","electrostatics_field","For the net field at M to be zero, the two fields must have equal magnitude and opposite direction. Thus |q1|/6² = |q2|/8², with opposite signs. Combining this ratio with q1 + q2 = 7×10^-8 C gives q1 = -9×10^-8 C."
"DT050","DT","Two point charges q1 and q2 are placed at A and B, with AB = 2 cm. Given that q1 + q2 = 7 x 10^-8 C. At point M, which is 6 cm from q1 and 8 cm from q2, the net electric field strength is E = 0. Find q2.","1.6 × 10^-7","C","electrostatics_field","The zero-field condition gives opposite field directions and equal magnitudes at M. Using the distance ratio 6 cm and 8 cm produces a relation between q1 and q2. Together with q1 + q2 = 7×10^-8 C, the solution is q2 = 1.6×10^-7 C."
"DT052","DT","Two point charges, q1 = 0.5 nC and q2 = –0.5 nC, are placed at points A and B, separated by 6 cm in air. What is the magnitude of the electric field intensity at point M, which lies on the perpendicular bisector of AB, at a distance ℓ = 4 cm from the midpoint of AB?","2160","V/m","electrostatics_field","For equal and opposite charges, the perpendicular components of the fields cancel while the components along AB add. The distance from each charge to M is √(3² + 4²) = 5 cm. Resolving the two Coulomb fields gives 2160 V/m."
"DT054","DT","Determine the electric field vector generated by a system of two point charges, q1 = 2 x 10^-7 C and q2 = -4 x 10^-7 C, at the midpoint of the line segment connecting the two charges. The charges are separated by 10 cm and are located in alcohol, which has a dielectric constant of ε = 2.2.","9.8 . 10^{5}","N/C","electrostatics_field","At the midpoint, the distance to each charge is 5 cm. Because the charges have opposite signs, their fields at the midpoint point in the same direction. Including the dielectric factor ε = 2.2 in E = k|q|/(εr²) gives 9.8×10^5 N/C."
"DT055","DT","At three vertices of a square with side length a = 40cm, three equal positive point charges (q1 = q2 = q3 = 5 x 10^-9 C) are placed. What is the magnitude of the electric field vector at the fourth vertex of the square?","538","N/C","electrostatics_field","At the empty vertex, two adjacent charges create perpendicular fields of equal magnitude, while the opposite-corner charge contributes along the diagonal. Compute each field with E = kq/r² and add the vectors by components. The resultant magnitude is 538 N/C."
"DT058","DT","The electric field strength produced by a point charge +Q at point A, a distance r away from it, has a magnitude of E (V/m). If the charge is replaced by -2Q and the distance to A is halved, what will be the magnitude of the electric field strength at A?","8E","V/m","electrostatics_field","The magnitude of a point-charge field is proportional to |Q|/r². Doubling the charge magnitude gives a factor of 2, and halving the distance gives a factor of 4. The total magnitude factor is 8, so the new field is 8E."
"DT059","DT","A dust particle with a mass of 3.6 x 10⁻¹⁵ kg, carrying an electric charge of 4.8 x 10⁻¹⁸ C, is in equilibrium between two oppositely charged, parallel horizontal metal plates. Calculate the electric field strength between the two metal plates. Take g = 10 m/s².","7500","V/m","electrostatics_field","Equilibrium means the electric force balances the weight: qE = mg. Therefore E = mg/q. Substituting m = 3.6×10^-15 kg, g = 10 m/s², and q = 4.8×10^-18 C gives 7500 V/m."
"DT061","DT","The electric field strength produced by a point charge at point A is 36 V / m, and at point B is 9 V / m. Points A and B lie on the same electric field line. What is the electric field strength at point C, the midpoint of AB?","16","V/m","electrostatics_field","For a point charge, 1/√E is proportional to distance from the charge. At the midpoint, 1/√E_C is the average of 1/√E_A and 1/√E_B. Using E_A = 36 and E_B = 9 gives E_C = 16 V/m."
"DT062","DT","Four points A, B, C, D in air form a rectangle ABCD with sides AD = 3 cm and AB = 4 cm. Charges q1, q2, q3 are placed at A, B, and C respectively. Let vector E2 be the electric field vector produced by q2 at point D, and let vector E13 be the resultant electric field vector produced by charges q1 and q3 at point D. Determine the value of q1. Given that q2 = -12.5 x 10⁻⁸ C and vector E2 = vector E13.","-2.7 . 10^{-8}","C","electrostatics_field","At D, the field from q2 is along diagonal BD, while fields from q1 and q3 lie along AD and CD. Resolve the diagonal field into rectangle-side components using the 3-4-5 geometry. Matching the component produced by q1 gives q1 = -2.7×10^-8 C."
"DT063","DT","Four points A, B, C, D in the air form a rectangle ABCD with sides AD = 3 cm and AB = 4 cm. Charges q1, q2, q3 are placed respectively at A, B, C. Let E2 be the electric field vector created by q2 at D, and E13 be the resultant electric field vector created by charges q1 and q3 at D. Determine the value of q3, given that q2 = −12.5 x 10⁻⁸ C and E2 = E13 (as vectors).","-6.4 . 10^{-8}","C","electrostatics_field","Use the same vector equality at D: E13 must reproduce the diagonal field E2. Decompose E2 into horizontal and vertical components along the rectangle sides. The component aligned with the field from q3 gives q3 = -6.4×10^-8 C."
"DT072","DT","A thin circular ring with a radius R = 5 cm carries a total charge Q = 3 μC, uniformly distributed along its circumference. The ring lies in the xy-plane, centered at the origin. Calculate the magnitude of the electric field at point P located on the z-axis, 2.5 cm from the center.","3863925.47","N/C","electrostatics_field","For a uniformly charged ring, the axial field is E = kQz/(R² + z²)^(3/2). Convert R = 0.05 m, z = 0.025 m, and Q = 3 μC. Substitution gives 3863925.47 N/C."
"DT073","DT","A thin, non-conducting rod of length L = 10 cm is uniformly charged with a linear charge density of λ = 5 x 10^-6 C/m. The rod lies along the z-axis, from z = 0 to z = L. Calculate the net electric field at point M, which is located at a distance r = 6 cm from the origin (point O) along the x-axis.","6.43 x 10^5","N/C","electrostatics_field","Treat the rod as a continuous charge distribution and integrate the Coulomb field along its length. Components are resolved relative to point M, and the linear charge density λ supplies dq = λdz. Evaluating the integral for L = 0.10 m and r = 0.06 m gives 6.43×10^5 N/C."
"DT074","DT","Consider two wide, parallel insulating plates with surface charge densities of σ and (−σ), respectively. The distance between them is very small compared to the dimensions of the plates. What is the magnitude of the electric field at a point located between the two plates, given that σ = 8.85 × 10^-6 C/m^2?","1000000","N/C","electrostatics_field","Each large charged sheet produces field σ/(2ε0). Between oppositely charged sheets, the two fields point in the same direction and add. Thus E = σ/ε0 = 8.85×10^-6/(8.85×10^-12) = 1000000 N/C."
"DT075","DT","Consider two wide parallel insulating sheets with identical surface charge densities of σ. The distance between them is very small compared to their dimensions. What is the magnitude of the electric field at a point located between the two sheets, given that σ = 8.85 × 10^-6 C/m^2?","0","N/C","circuit_resistance","For two identical positively charged wide sheets, the fields between the sheets point in opposite directions. Their magnitudes are equal because the surface charge densities are identical. Therefore the net field between them is 0 N/C."
"DT080","DT","The electric field between two vertical, oppositely charged metal plates has a magnitude of 4900 V/m. Determine the mass of a dust particle placed in this electric field if it carries a charge q = 4.10^-10 C and is in equilibrium, with its suspension thread making an angle of 30° with the vertical.","3.4 . 10^{-7}","kg","electrostatics_field","At equilibrium, the horizontal electric force qE and vertical weight mg are balanced by the tension components. Thus tanθ = qE/(mg), so m = qE/(g tanθ). Substituting q = 4×10^-10 C, E = 4900 V/m, and θ = 30° gives 3.4×10^-7 kg."
"DT081","DT","Determine the magnitude of the electric field strength at point M in air, 3 cm away from a point charge q = 2.10⁻⁸ C.","200000","V/m","electrostatics_field","Use the point-charge field formula E = k|q|/r² because the point is in air and only the field magnitude is requested. Convert the distance 3 cm to r = 0.03 m, and use q = 2×10^-8 C. Substitution gives E = 200000 V/m."
"DT082","DT","Two point charges, q1 = 8 x 10^-8 C and q2 = -8 x 10^-8 C, are placed at points A and B in air. The distance AB is 4 cm. Find the magnitude of the electric field vector at point C, which is on the perpendicular bisector of AB and is 2 cm away from AB.","1272792.21","V/m","electrostatics_field","The point C is equidistant from the two opposite charges. Perpendicular components cancel and components along AB add. With half-separation 2 cm and height 2 cm, vector resolution gives the resultant 1272792.21 V/m."
"DT083","DT","A flat, circular conducting disk, with a radius R = 10 cm, is uniformly charged with a surface charge density σ. Calculate the axial component of the electric field strength, Ez, at point P located on the axis perpendicular to the center of the disk (i.e., the z-axis), at a distance z = 5 cm from the center of the disk, given that σ = 5 × 10^-6 C/m^2.","156154.35","V/m","electrostatics_field","The axial field of a uniformly charged disk is Ez = σ/(2ε0)(1 - z/√(z² + R²)). Convert R = 0.10 m and z = 0.05 m. Substitution with σ = 5×10^-6 C/m² gives 156154.35 V/m."
"DT084","DT","At the three vertices of a right triangle (right-angled at A), with side lengths a = 50 cm, b = 40 cm, c = 30 cm, charges q1 = q2 = q3 = 10^–9 C are placed. Determine the electric field vector at point H, where H is the foot of the altitude dropped from vertex A.","245.91","N/C","electrostatics_field","The field at H is the vector sum of the fields from the three equal charges. Use the right-triangle geometry to determine the distances from each vertex to H and then resolve the field components along the altitude and base. Combining those components gives 245.91 N/C."
"DT085","DT","Two electric charges, q1 = 4.10^–10 C and q2 = –4.10^–10 C, are placed at points A and B in air, with AB = 2 cm. Determine the electric field vector at point M, given that MA = 1 cm and MB = 3 cm.","32000","V/m","electrostatics_field","Point M lies on the line through the charges with unequal distances. Compute E1 = k|q1|/MA² and E2 = k|q2|/MB², then combine their directions according to the signs. The resulting field magnitude is 32000 V/m."
"DT087","DT","A point charge q = 80 nC is fixed at O in oil. The dielectric constant of the oil is ε = 4. What is the electric field strength produced by q at point M, which is at a distance MO = 30 cm from O?","2000","V/m","electrostatics_field","In a dielectric medium, the point-charge field is E = k|q|/(εr²). Convert q = 80 nC and r = 0.30 m. With ε = 4, the field is 2000 V/m."
"DT088","DT","A dust particle carries a positive charge and has a mass of 10^-6 g. It is in equilibrium in a vertical electric field E with a magnitude of E = 1000 V / m. Calculate the charge of the dust particle. Given g = 10 m / s^2.","10^{-11}","C","electrostatics_field","At equilibrium, the electric force balances the particle's weight, so qE = mg. Convert the mass first: 10^-6 g = 10^-9 kg. Then q = mg/E = 10^-9×10/1000 = 10^-11 C. The charge is positive as stated."
"DT089","DT","An infinitely large, flat metal plate is uniformly charged. It was determined that the charge contained on a 2 m x 5 m rectangular area is 4 µC. Calculate the electric field strength at point M, 20 cm away from the metal plate.","2.26.10^4","V/m","electrostatics_field","First compute surface charge density from σ = Q/S = 4 µC/(2×5 m²). For a charged conducting plane, the field just outside is E = σ/ε0. This gives approximately 2.26×10^4 V/m, independent of the 20 cm distance for an ideal infinite plate."
"DT091","DT","A charge Q = 0.7 x 10^^-9 C is uniformly distributed along a semicircle with center O and radius R = 20 cm. Determine the electric field strength at O.","100","V/m","electrostatics_field","For a uniformly charged semicircle, symmetric transverse components cancel and the components along the symmetry axis add. Integration around the semicircle gives E = 2kQ/(πR²) for the center. Substituting Q = 0.7×10^-9 C and R = 0.20 m gives 100 V/m."
"DT092","DT","Given three point charges q1 = -2 μC, q2 = 3 μC, and q3 = -1 μC, placed at three collinear points A, B, and C. Point M is to the left of A and point N is to the right of C, such that MA = AB = BC = CN = 10 cm. Calculate the magnitude of the electric field strength at point M.","1.23 . 10^6","V/m","electrostatics_field","At M, the distances to q1, q2, and q3 are 10 cm, 20 cm, and 30 cm. Compute each field with E = k|q|/r² and assign direction based on the charge sign and relative position. The directed sum has magnitude 1.23×10^6 V/m."
"DT093","DT","Given three point charges: q1 = -2 μC, q2 = 3 μC, and q3 = -1 μC, placed at three collinear points A, B, and C. Point M is located to the left of A, and point N is located to the right of C, such that MA = AB = BC = CN = 10 cm. Calculate the magnitude of the electric field intensity (or electric field strength) at point N.","4.25 . 10^5","V/m","electrostatics_field","At N, the distances to q1, q2, and q3 are 30 cm, 20 cm, and 10 cm. Each charge contributes k|q|/r² along the line, with direction determined by attraction or repulsion. Summing those directed fields gives 4.25×10^5 V/m."
"DT095","DT","What is the magnitude of the electric field strength produced by a charge Q = 5 x 10^-9 (C) at a point in a vacuum, 10 (cm) away from the charge?","4500","V/m","electrostatics_field","For a point charge in vacuum, use E = k|Q|/r² with k = 9×10^9. Convert r = 10 cm to 0.10 m before substituting. With Q = 5×10^-9 C, the field magnitude is E = 4500 V/m."
"DT096","DT","Two identical point charges, q = 2.0 × 10^-9 C, are placed at points A and B, 6.0 cm apart in air. Calculate the magnitude of the electric field strength at the midpoint M of the segment AB.","0","N/C","electrostatics_field","The midpoint is equally distant from two identical charges. The two electric fields have equal magnitude and opposite directions along the line AB. Their vector sum is zero, so the field magnitude is 0 N/C."
"DT097","DT","Two point charges, q₁ = +3 × 10^-9 C and q₂ = –3 × 10^-9 C, are placed at two points A and B, separated by 4 cm. Calculate the magnitude of the electric field strength at point M, which is located on the perpendicular bisector of AB, at a distance of 3 cm from the midpoint of AB.","2.3 x 10^4","N/C","electrostatics_field","The point M is equidistant from the opposite charges, so the components perpendicular to AB cancel and the components along AB add. The distance from each charge to M is √(2² + 3²) cm. Resolving the two fields gives 2.3×10^4 N/C."
"DT098","DT","Two charges q₁ = +4 × 10^-9 C and q₂ = –4 × 10^-9 C are placed at points A and B, separated by 2 cm. Calculate the magnitude of the electric field strength at point M such that MA = 1 cm and MB = 3 cm.","3.2 x 10^5","N/C","electrostatics_field","At point M, compute the fields from the two charges separately using E = k|q|/r². Because the charges have opposite signs and M lies on the charge line, the directions combine according to position. The resulting magnitude is 3.2×10^5 N/C."
"DT099","DT","Two point charges q₁ = 5 × 10^-9 C and q₂ = 5 × 10^-9 C are placed 10 cm apart. Calculate the magnitude of the electric field at the midpoint between the two charges.","0","N/C","electrostatics_field","The two charges are equal and the midpoint is symmetrically located. Each charge produces the same field magnitude at the midpoint, but the directions are opposite. Hence the resultant electric field is 0 N/C."
"DT100","DT","Two electric charges q₁ = +2 × 10^-8 C and q₂ = +2 × 10^-8 C are placed at two points A and B, separated by 8 cm. Calculate the magnitude of the electric field at point M, which lies on the perpendicular bisector of AB and is 6 cm away from AB.","5.76 x 10^4","N/C","electrostatics_field","For equal positive charges, horizontal components cancel at a point on the perpendicular bisector while vertical components add. Each charge is at distance √(4² + 6²) cm from M. Resolving both fields gives 5.76×10^4 N/C."
"DT101","DT","A point charge q = 2 nC is placed in air. Calculate the electric field strength at a point 3 cm from the charge.","20000","V/m","electrostatics_field","The field of an isolated point charge in air is E = k|q|/r². Convert q = 2 nC to 2×10^-9 C and r = 3 cm to 0.03 m. Substituting these SI values gives E = 20000 V/m."
"DT102","DT","A point charge q = 3 nC is placed in air. Calculate the electric field strength at a point 4 cm from the charge.","16875","V/m","electrostatics_field","The electric field of a point charge falls with the square of distance. With q = 3×10^-9 C and r = 0.04 m, E = 9×10^9 q/r². This evaluates to 16875 V/m."
"DT103","DT","A point charge q = 4 nC is placed in air. Calculate the electric field strength at a point 5 cm from the charge.","14400","V/m","electrostatics_field","Apply E = k|q|/r² for the magnitude of the field from a point charge. Convert q = 4 nC to 4×10^-9 C and r = 5 cm to 0.05 m. Substitution gives E = 14400 V/m."
"DT104","DT","A point charge q = 5 nC is placed in air. Calculate the electric field strength at a point 6 cm from the charge.","12500","V/m","electrostatics_field","Convert q = 5 nC to 5×10^-9 C and r = 6 cm to 0.06 m. Then use E = 9×10^9|q|/r². The inverse-square dependence gives E = 12500 V/m, reported as field strength in V/m."
"DT105","DT","A point charge q = 6 nC is placed in air. Calculate the electric field strength at a point 7 cm from the charge.","11020.41","V/m","electrostatics_field","The point-charge field magnitude is E = k|q|/r². Convert q = 6 nC to 6×10^-9 C and r = 7 cm to 0.07 m. Since r² = 0.0049 m², the computed field is 11020.41 V/m."
"DT106","DT","A point charge q = 7 nC is placed in air. Calculate the electric field strength at a point 8 cm from the charge.","9843.75","V/m","electrostatics_field","Use Coulomb field strength E = k|q|/r². Convert q = 7 nC to coulombs and r = 8 cm to 0.08 m. Substituting the SI values gives E = 9843.75 V/m."
"DT107","DT","A point charge q = 8 nC is placed in air. Calculate the electric field strength at a point 9 cm from the charge.","8888.89","V/m","electrostatics_field","For a point charge in air, take k = 9×10^9 and use E = k|q|/r². Convert q = 8 nC to 8×10^-9 C and r = 9 cm to 0.09 m. The field magnitude is 8888.89 V/m."
"DT108","DT","A point charge q = 9 nC is placed in air. Calculate the electric field strength at a point 3 cm from the charge.","90000","V/m","electrostatics_field","The field is strong because the point is only 3 cm away and E varies as 1/r². Convert q = 9 nC to 9×10^-9 C and use r = 0.03 m. Applying E = kq/r² gives 90000 V/m."
"DT109","DT","A point charge q = 2 nC is placed in air. Calculate the electric field strength at a point 4 cm from the charge.","11250","V/m","electrostatics_field","Use E = k|q|/r² after converting 4 cm to 0.04 m and 2 nC to 2×10^-9 C. Then E = 9×10^9×2×10^-9/0.04². The result is 11250 V/m, a magnitude so the sign of q is irrelevant."
"DT110","DT","A point charge q = 3 nC is placed in air. Calculate the electric field strength at a point 5 cm from the charge.","10800","V/m","electrostatics_field","The electric field magnitude is proportional to q and inversely proportional to r². Convert q = 3 nC to 3×10^-9 C and r = 5 cm to 0.05 m. Using E = kq/r² gives 10800 V/m."
"DT111","DT","A point charge q = 4 nC is placed in air. Calculate the electric field strength at a point 6 cm from the charge.","10000","V/m","electrostatics_field","Convert the distance to 0.06 m and the charge to 4×10^-9 C. For a point charge in air, use E = k|q|/r². Substitution gives E = 10000 V/m. This is the magnitude of the field."
"DT112","DT","A point charge q = 5 nC is placed in air. Calculate the electric field strength at a point 7 cm from the charge.","9183.67","V/m","electrostatics_field","Convert q = 5 nC to 5×10^-9 C and r = 7 cm to 0.07 m. The field magnitude follows E = 9×10^9|q|/r². Evaluating this expression gives 9183.67 V/m, with distance squared in meters."
"DT113","DT","A point charge q = 6 nC is placed in air. Calculate the electric field strength at a point 8 cm from the charge.","8437.5","V/m","electrostatics_field","Use the point-charge field formula E = k|q|/r². The distance 8 cm is 0.08 m, and q = 6 nC = 6×10^-9 C. Substituting these values gives E = 8437.5 V/m."
