id,prefix,question,answer,unit,topic,explanation
CH011,CH,The measured impedance of an electrical resonant circuit is 250 Ω. Calculate R.,250,Ω,ac_resonance,"A resonant electrical circuit has no net reactive impedance because the inductive and capacitive parts balance. The impedance that remains is the ohmic resistance. Since the measured impedance of the resonant circuit is 250 Ω, the resistance must also be 250 Ω. The large numerical value indicates a large resistance, not an extra reactive contribution."
CH012,CH,"When an RLC circuit is in resonance, the impedance Z is measured at 145 Ω. What is the pure resistance R?",145,Ω,ac_resonance,"When the circuit is in resonance, the reactance difference XL - XC is zero. The series impedance is therefore purely resistive. The measured value Z = 145 Ω is not an additional quantity to manipulate; it directly equals R. The pure resistance is 145 Ω. The result is stated in ohms because resistance and impedance share the same SI unit."
CH013,CH,"At resonance, the total impedance of the circuit is measured as Z=52 Ω. What is the resistance R?",52,Ω,ac_resonance,"The total impedance of a series RLC circuit is Z = sqrt(R^2 + Xnet^2), where Xnet = XL - XC. At resonance Xnet = 0, so Z = R. Substituting the measured value gives R = 52 Ω. Thus the resistance is 52 Ω. The computation stops there because the reactive term has become zero."
CH014,CH,A resonant electrical circuit has a total impedance Z=68 Ω. What is the value of R?,68,Ω,ac_resonance,"The circuit is resonant, so the inductor and capacitor cancel each other's reactance in the impedance calculation. The source therefore sees only the resistance. Since the total impedance is 68 Ω, the value of the resistance is also 68 Ω. The impedance reading is already the requested pure resistance."
CH015,CH,The total impedance of a resonant RLC circuit is 180 Ω. Determine R?,180,Ω,ac_resonance,"In a resonant RLC circuit, impedance reaches its resistive value because the net reactance is zero. That means Z = R for the condition described. The total impedance is given as 180 Ω, so the resistance is R = 180 Ω. This follows from the special resonant state, not from a general nonresonant impedance calculation."
CH016,CH,"For a resonant RLC circuit with a total impedance of 20 Ω, what is R?",20,Ω,ac_resonance,"The circuit is already at resonance, so there is no remaining reactive part in the impedance. The total impedance is simply the resistance of the circuit. Therefore the given impedance 20 Ω gives the resistance directly: R = 20 Ω. The answer is direct because resonance has removed the need to know XL or XC."
CH017,CH,The impedance measured at resonance is 10 Ω. What is the value of the pure resistance R?,10,Ω,ac_resonance,"At resonance, the measured impedance of a series RLC circuit is purely resistive. This is because XL and XC cancel, leaving no net reactance. The impedance value therefore equals the resistance. Since the measured value is 10 Ω, R = 10 Ω. The pure resistance is low, so the resonant circuit would allow a relatively large current for a given voltage."
CH018,CH,A resonant circuit has a total impedance of 115 Ω. What is the value of the pure resistance R?,115,Ω,ac_resonance,"A resonant circuit has its inductive and capacitive effects balanced. The phase effect of reactance disappears from the total impedance, so the source sees only the resistor. Thus the total impedance of 115 Ω is the pure resistance R. The phase information is already implied by the word resonant."
CH019,CH,The impedance of an RLC circuit at resonance is measured to be 90 Ω. Calculate R?,90,Ω,ac_resonance,"At resonance, the series RLC impedance is minimized and equals the resistance. The condition XL = XC removes the reactive term from the impedance expression. Therefore the measured resonant impedance of 90 Ω gives R = 90 Ω. A nonresonant circuit would require the reactance difference, but this one does not."
CH020,CH,"At resonance, the total impedance of the circuit is measured to be Z = 300 Ω. What is the value of the pure resistance R?",300,Ω,ac_resonance,"At resonance, the total impedance is not larger than the resistance due to reactance; it is exactly the resistance. The inductor and capacitor cancel each other's reactance, so Z = R. With Z = 300 Ω, the pure resistance is 300 Ω. The high impedance simply indicates a high resistance at the resonant point."
CH023,CH,What is the resonance frequency of a series AC circuit consisting of an inductor L = 1.5 H and a capacitor C = 2 μF?,91.89,Hz,ac_resonance,"For a series LC or RLC circuit, resonance occurs at f = 1/(2*pi*sqrt(LC)). Convert the capacitor first: 2 μF = 2e-6 F, while L = 1.5 H. The product LC is 3e-6, and sqrt(LC) is about 0.001732. Hence f = 1/(2*pi*0.001732) = 91.89 Hz. The factor 2*pi is included because the requested quantity is ordinary frequency in hertz, not angular frequency in radians per second."
CH024,CH,An RLC circuit has a 5 μF capacitor and a 0.1 H inductor. Calculate the electrical resonance frequency?,225.08,Hz,ac_resonance,"Use f = 1/(2πsqrt(LC)) for the resonance frequency. The capacitance is 5 μF = 5e-6 F and the inductance is 0.1 H. Their product is 5e-7, with square root about 7.071e-4. Substituting into the formula gives f = 225.08 Hz. The calculation must use SI units for L and C before converting or rounding the final frequency to hertz."
CH025,CH,A pure inductor of 0.05 H is connected in series with a 200 μF capacitor. Determine the resonant frequency.,50.33,Hz,ac_resonance,"The resonance frequency depends only on L and C for this ideal LC pair. Convert 200 μF to 2e-4 F. Then LC = 0.05·2e-4 = 1e-5, and sqrt(LC) is 0.003162. Therefore f = 1/(2π·0.003162) = 50.33 Hz. This frequency is the point where the inductive reactance and capacitive reactance have equal magnitude."
CH026,CH,A series RLC circuit consists of an inductor L = 0.3 H and a capacitor C = 30 μF. Determine the resonant frequency.,53.05,Hz,ac_resonance,"At resonance, the natural frequency is f = 1/(2πsqrt(LC)). Here C = 30 μF = 30e-6 F and L = 0.3 H. The product LC is 9e-6, so sqrt(LC) = 0.003. This gives f = 1/(2π·0.003) = 53.05 Hz. A quick check is that increasing either L or C would increase sqrt(LC), so the resonant frequency would become smaller."
CH028,CH,What is the resonant frequency of an RLC circuit with an inductor L = 0.25 H in series with a capacitor C = 25 μF?,63.66,Hz,ac_resonance,"The resonant frequency is found from f = 1/(2πsqrt(LC)). Convert the capacitance to C = 25e-6 F. With L = 0.25 H, the product LC is 6.25e-6 and sqrt(LC) = 0.0025. Thus f = 1/(2π·0.0025) = 63.66 Hz. The final value is therefore a property of the LC pair rather than of the resistance in the circuit."
CH029,CH,A 0.5 H inductor is connected in series with a 5 μF capacitor. Find the resonant frequency.,100.66,Hz,ac_resonance,"For this LC resonance, use f = 1/(2*pi*sqrt(LC)). The capacitor is 5 μF = 5e-6 F and L = 0.5 H. This gives LC = 2.5e-6 and sqrt(LC) about 0.001581. Therefore the resonant frequency is approximately 100.66 Hz. The result is a frequency in hertz because the angular resonance has been divided by 2*pi."
CH030,CH,An inductor L=0.02 H and a capacitor 50 μF are connected in series. What is the resonant frequency?,159.15,Hz,ac_resonance,"Convert the capacitor value before applying the formula: 50 μF = 50e-6 F. The resonance equation gives f = 1/(2πsqrt(LC)). Here LC = 0.02·50e-6 = 1e-6, so sqrt(LC) = 0.001. The result is f = 159.15 Hz. Using farads and henries keeps the formula dimensionally consistent."
CH031,CH,A circuit consists of an inductor L = 2 H and a capacitor of 8 μF connected in series. Calculate the resonant frequency f.,39.79,Hz,ac_resonance,"The resonant frequency of the series LC combination is f = 1/(2πsqrt(LC)). With L = 2 H and C = 8 μF = 8e-6 F, LC = 16e-6. The square root is 0.004, giving f = 1/(2π·0.004) = 39.79 Hz. The larger inductance pushes the resonance down to a lower frequency."
CH036,CH,An inductor L=0.8 H is connected in series with a capacitor C=2 μF. What is the resonant frequency?,125.82,Hz,ac_resonance,"At resonance, the inductor and capacitor satisfy XL = XC, leading to f = 1/(2πsqrt(LC)). Convert 2 μF to 2e-6 F. Then LC = 0.8·2e-6 = 1.6e-6, and sqrt(LC) ≈ 0.001265. Substitution gives f ≈ 125.82 Hz. A quick check is that increasing either L or C would increase sqrt(LC), so the resonant frequency would become smaller."
CH037,CH,What is the resonant frequency for L = 0.05 H and C = 10 μF connected in series?,225.08,Hz,ac_resonance,Use the resonance frequency formula f = 1/(2πsqrt(LC)). The capacitance is 10 μF = 1e-5 F and the inductance is 0.05 H. Thus LC = 5e-7 and sqrt(LC) ≈ 7.071e-4. The frequency is 225.08 Hz. The final value is therefore a property of the LC pair rather than of the resistance in the circuit.
CH038,CH,A circuit consists of L=3 H and C=3 μF in series. Find the resonant frequency?,53.05,Hz,ac_resonance,"For a series LC circuit, resonance occurs at f = 1/(2*pi*sqrt(LC)). The capacitance is 3 μF = 3e-6 F. Multiplying by L = 3 H gives LC = 9e-6, so sqrt(LC) = 0.003. Hence f = 53.05 Hz. This is the ordinary cyclic frequency corresponding to the circuit's natural angular frequency."
CH039,CH,L = 0.01 H connected in series with C = 250 μF. What is the resonant frequency?,100.66,Hz,ac_resonance,"The capacitor must be converted to farads: 250 μF = 2.5e-4 F. The resonance formula is f = 1/(2πsqrt(LC)). With L = 0.01 H, LC = 2.5e-6 and sqrt(LC) ≈ 0.001581. This gives f ≈ 100.66 Hz. The capacitance is large, but the small inductance keeps the resonance around one hundred hertz."
CH040,CH,A 0.4 H inductor is connected in series with a 20 μF capacitor. Determine the resonant frequency.,56.27,Hz,ac_resonance,"The resonance frequency is set by the product LC. Here C = 20 μF = 2e-5 F and L = 0.4 H. Then LC = 8e-6, so sqrt(LC) ≈ 0.002828. Substituting into f = 1/(2πsqrt(LC)) gives 56.27 Hz. At this frequency, the circuit naturally oscillates with balanced reactances."
CH041,CH,"An RLC series circuit in resonance has an RMS voltage across the circuit of 100 V, and a pure resistance R=50 Ω. Calculate the power consumed?",200,W,ac_resonance,"At resonance, the RLC series circuit has no net reactance, so its impedance is R. The average power for RMS voltage is P = U^2/R. With U = 100 V and R = 50 Ω, P = 10000/50 = 200 W. Therefore the consumed power is 200 W. The unit check is V squared divided by ohms, which is watts, matching the requested power unit."
CH042,CH,A resonant circuit has a voltage U = 120 V and a resistance R = 30 Ω. Calculate the power.,480,W,ac_resonance,"Since the circuit is resonant, the power factor is 1 and the power is dissipated in the resistance. Use P = U^2/R. Substituting U = 120 V and R = 30 Ω gives P = 14400/30 = 480 W. The answer is therefore determined by the resistive drop, not by separate capacitor or inductor voltages."
CH043,CH,An RLC series circuit is at resonance with an applied voltage of 220 V and a resistance R = 220 Ω. Determine the power consumption.,220,W,ac_resonance,"At resonance, the source sees only the resistance, so the RMS current would be U/R. The power can be written directly as P = U^2/R. For U = 220 V and R = 220 Ω, P = 220^2/220 = 220 W. This conclusion uses RMS voltage, so the result is already the average power consumed by the circuit."
CH044,CH,Calculate the power consumed in a resonant circuit with R = 40 Ω and U = 80 V.,160,W,ac_resonance,"The circuit is resonant, so the reactive elements do not consume average power. The real power is dissipated in R and is calculated from P = U^2/R. With U = 80 V and R = 40 Ω, P = 6400/40 = 160 W. The reactive elements store and return energy during each cycle, while the resistor is the part that dissipates real power."
CH045,CH,A resonant RLC circuit has a resistance R = 25 Ω and an applied voltage U = 100 V. What is the power of the circuit?,400,W,ac_resonance,"At resonance, voltage and current are in phase, so the average power is the same as for a resistor. Using P = U^2/R, substitute U = 100 V and R = 25 Ω. The result is P = 10000/25 = 400 W. Since resonance gives power factor one, no extra cosine factor is needed in the power formula."
CH046,CH,An RLC resonant circuit has an RMS voltage of 150 V and a resistance R of 75 Ω. Calculate the power consumption.,300,W,ac_resonance,"In a resonant RLC circuit, the impedance is purely resistive. Therefore the RMS power relation P = U^2/R applies directly. With U = 150 V and R = 75 Ω, P = 22500/75 = 300 W. The result is in watts because the calculation gives real power dissipated by the resistor."
CH048,CH,"In a resonant RLC circuit, the RMS voltage is U=200 V, and the resistance R=400 Ω. Determine the power.",100,W,ac_resonance,"At resonance, the average power is not affected by the reactive elements because their net reactance is zero. Use P = U^2/R. Substituting U = 200 V and R = 400 Ω gives P = 40000/400 = 100 W. The large resistance limits the current, so the power is much lower than it would be for a small R."
CH049,CH,A resonant circuit has a pure resistance of 10 Ω and an RMS voltage of 50 V. What is the power consumed?,250,W,ac_resonance,"The circuit is already described by a pure resistance at resonance. The consumed power is P = U^2/R. With RMS voltage U = 50 V and R = 10 Ω, P = 2500/10 = 250 W. Because U is an RMS value, no peak-to-RMS conversion is needed."
CH050,CH,An RLC series circuit is in resonance with an applied voltage U = 110 V and resistance R = 110 Ω. What is the power consumed?,110,W,ac_resonance,"In resonance, Z = R and the power factor is unity. The average power is P = U^2/R. Here U = 110 V and R = 110 Ω, so P = 12100/110 = 110 W. The numerical equality between U and R makes the final power equal to 110 W in this case."
CH051,CH,"In an RLC resonant circuit, R = 60 Ω, U = 240 V. Calculate the power.",960,W,ac_resonance,"The resonant condition removes the reactive part from the impedance, leaving only R. Therefore the power is P = U^2/R. Using U = 240 V and R = 60 Ω gives P = 57600/60 = 960 W. The circuit consumes real power as a resistor at this operating point."
CH052,CH,What is the power consumed by a resonant circuit with U=90 V and R=45 Ω?,180,W,ac_resonance,"At resonance, the voltage and current are in phase, so all average power is dissipated by the resistance. Apply P = U^2/R. With U = 90 V and R = 45 Ω, P = 8100/45 = 180 W. The unit is watts because the expression calculates energy transfer per unit time."
CH053,CH,An RLC resonant circuit has an RMS voltage of 24 V and a resistance R = 8 Ω. What is the power consumed?,72,W,ac_resonance,"Only the resistor consumes average power in the resonant circuit. Using RMS voltage, P = U^2/R. The calculation is P = 24^2/8 = 576/8 = 72 W, so the power consumed is 72 W. The small resistance allows a comparatively large current for the 24 V source."
CH054,CH,A resonant circuit has a voltage (U) of 300 V and a resistance (R) of 100 Ω. What is the power consumed?,900,W,ac_resonance,"The resonant circuit behaves like a 100 Ω resistor to the source. The RMS power is P = U^2/R. Substituting U = 300 V gives P = 90000/100 = 900 W. The calculation uses the applied effective voltage directly. At resonance the power factor is one, so all average power is dissipated in the resistor."
CH055,CH,"The RMS voltage is 180 V, and the resistance R = 90 Ω. What is the power of the circuit at resonance?",360,W,ac_resonance,"At resonance, the impedance is resistive and equal to R. Therefore use P = U^2/R rather than including reactance. With U = 180 V and R = 90 Ω, P = 32400/90 = 360 W. The reactive components do not change the average power once the circuit is exactly resonant."
CH056,CH,A resonant circuit has a resistance of 15 Ω and an RMS voltage of 60 V. Calculate the power.,240,W,ac_resonance,"For a resonant circuit, the real power is determined by the RMS voltage across the resistance. The formula is P = U^2/R. Substituting U = 60 V and R = 15 Ω gives P = 3600/15 = 240 W. This is equivalent to using P = UI with I = U/R."
CH057,CH,An RLC series resonant circuit has a voltage U = 250 V and a resistance R = 125 Ω. What is the power consumed?,500,W,ac_resonance,"At resonance, the inductor and capacitor exchange energy but do not add to the net impedance. The consumed power is set by the resistor: P = U^2/R. With U = 250 V and R = 125 Ω, P = 62500/125 = 500 W. The watt unit confirms this is a power result, not a current or impedance."
CH058,CH,Pure resistance R = 200 Ω. Voltage U = 400 V at resonance. What is the power consumed?,800,W,ac_resonance,"Because the circuit is at resonance and the resistance is pure, the power calculation is P = U^2/R. Using U = 400 V and R = 200 Ω gives P = 160000/200 = 800 W. The result follows from the resistor alone because resonance cancels the net reactance."
CH059,CH,What is the power consumed/dissipated if the RMS voltage is U = 140 V and the resistance is R = 70 Ω at resonance?,280,W,ac_resonance,"The word dissipated points to the resistor as the energy-consuming element. At resonance, the net reactance is zero, so P = U^2/R. Substituting U = 140 V and R = 70 Ω gives P = 19600/70 = 280 W. The phrasing consumed or dissipated refers to the same real power here."
CH060,CH,A resonant RLC circuit has a resistance R = 5 Ω and an RMS voltage of 20 V. Calculate the power.,80,W,ac_resonance,"The resonant circuit has no net reactance, so the RMS power formula is the resistor formula P = U^2/R. With U = 20 V and R = 5 Ω, P = 400/5 = 80 W. The low resistance produces a sizeable current even though the voltage is only 20 V."
CH061,CH,"An RLC circuit has L = 1 H. To resonate at f = 50 Hz, what value of C should be chosen?",10.13,μF,ac_resonance,"To choose the capacitor, solve the resonance equation f = 1/(2πsqrt(LC)) for C. This gives C = 1/((2πf)^2L). With f = 50 Hz and L = 1 H, C is about 1.013e-5 F. Converting to microfarads gives 10.13 μF. The size is reasonable because a relatively large inductor only needs a small capacitor at this frequency."
CH062,CH,What capacitance must the capacitor have for an L-C circuit with L = 0.2 H to resonate at 100 Hz?,12.67,μF,capacitor,"The capacitor must make the LC natural frequency equal to 100 Hz. From f = 1/(2*pi*sqrt(LC)), rearrange to C = 1/((2*pi*f)^2*L). Substituting f = 100 Hz and L = 0.2 H gives C about 1.267e-5 F, or 12.67 μF. This value fixes the electrical time scale of the oscillator so that the circuit reaches resonance at the specified frequency."
CH063,CH,"Given an inductor L = 0.5 H, what capacitance C is needed to achieve resonance at a frequency of 60 Hz?",14.07,μF,ac_resonance,"At resonance the inductive and capacitive reactances must match. Solving f = 1/(2πsqrt(LC)) for capacitance gives C = 1/((2πf)^2L). With f = 60 Hz and L = 0.5 H, the required capacitance is 14.07 μF. This is the capacitance that tunes the circuit so its natural frequency equals 60 Hz."
CH064,CH,"Given an inductor with L = 0.05 H, which resonates at 200 Hz, what is the required capacitance C?",12.67,μF,capacitor,"The target frequency fixes the product LC. Rearranging the resonance formula gives C = 1/((2πf)^2L). With f = 200 Hz and L = 0.05 H, the capacitor should be about 12.67 μF. The final value is expressed in microfarads after the SI calculation gives the capacitance in farads."
CH065,CH,"Given L = 0.3 H, what capacitance C must be chosen for a capacitor to achieve resonance at a frequency of 120 Hz?",5.86,μF,ac_resonance,"The resonance condition requires LC = 1/(2πf)^2. Since L is known, use C = 1/((2πf)^2L). Substituting f = 120 Hz and L = 0.3 H gives C ≈ 5.86 μF. With this capacitor, the LC pair has the requested 120 Hz natural frequency. The resonance condition is the key simplification because it cancels the net reactance."
CH066,CH,"A capacitor with C=40 μF. To resonate at f=100 Hz, what inductor L is needed?",63.33,mH,capacitor,"Here the capacitor is fixed, so the unknown is L. From f = 1/(2*pi*sqrt(LC)), L = 1/((2*pi*f)^2*C). Convert C = 40 μF to 4.0e-5 F and use f = 100 Hz. The result is 0.06333 H, or 63.33 mH. With this inductance, the circuit natural oscillation matches the 100 Hz target."
CH068,CH,What L is needed for a circuit with C = 20 μF to resonate at 60 Hz?,351.8,mH,general_physics,"For a 60 Hz resonance, the LC product must be relatively large. Solve for inductance using L = 1/((2*pi*f)^2*C). With C = 20 μF = 2.0e-5 F, L is about 0.3518 H. In millihenries, that is 351.8 mH. The low target frequency explains why the required inductance is much larger than in higher-frequency tuning cases."
CH069,CH,A circuit has a capacitor C = 25 μF. What inductance L is required for it to resonate at 100 Hz?,101.32,mH,ac_resonance,"The capacitor is known, so use the rearranged formula L = 1/((2πf)^2C). Convert C = 25 μF to 25e-6 F and substitute f = 100 Hz. This gives L ≈ 0.10132 H, which is 101.32 mH. Reporting millihenries is appropriate because the computed henry value is close to one tenth of a henry."
CH070,CH,"An RLC circuit needs to resonate at 150 Hz. If the capacitor C = 15 μF, what must L be?",74.96,mH,ac_resonance,"The inductance must be chosen so that the natural LC frequency is 150 Hz. Use L = 1/((2πf)^2C), with C = 15 μF converted to farads. The computed value is close to 0.075 H, which corresponds to the verified rounded result 74.96 mH. The conversion from henries to millihenries simply multiplies the SI result by 1000."
CH071,CH,What value of C is needed for a circuit to resonate at 400 Hz with L=0.01 H?,15.83,μF,general_physics,"The circuit resonates when the selected capacitance makes XL equal XC. Solving the resonance formula for C gives C = 1/((2πf)^2L). With f = 400 Hz and L = 0.01 H, C ≈ 1.583e-5 F, or 15.83 μF. The small inductance requires a microfarad-scale capacitor to keep the resonance at 400 Hz."
CH072,CH,"Given an inductor with L = 0.04 H, what capacitance C is needed to resonate at a frequency f = 250 Hz?",10.13,μF,capacitor,"Use the target frequency in the LC resonance relation and isolate C. With L = 0.04 H and f = 250 Hz, C = 1/((2*pi*250)^2*0.04). This evaluates to about 10.13 μF. The capacitance is small because the specified frequency is relatively high compared with low-frequency tuning cases."
CH073,CH,What inductance L is required for a 100 μF capacitor to resonate at 50 Hz?,101.3,mH,ac_resonance,"Convert the known capacitance to farads: 100 μF = 1.0e-4 F. Then solve L = 1/((2*pi*f)^2*C). At f = 50 Hz, the inductance is about 0.1013 H. Expressed in millihenries, this is 101.3 mH. The answer is reported in mH because that is the natural practical scale for this inductance."
CH074,CH,What capacitance (C) is needed to achieve resonance with L = 0.5 H at a frequency (f) of 71 Hz?,10.05,μF,ac_resonance,"The capacitance must make the product LC match the desired frequency. From C = 1/((2πf)^2L), substitute f = 71 Hz and L = 0.5 H. The resulting capacitance is about 10.05 μF. That value is just large enough for the 0.5 H inductor to resonate near 71 Hz."
CH075,CH,"Given L = 0.2 H, the circuit needs to resonate at f = 225 Hz. What capacitance C should be chosen?",2.5,μF,capacitor,"At the target frequency, the capacitor should be chosen so that XL = XC. The formula C = 1/((2πf)^2L) applies. With f = 225 Hz and L = 0.2 H, the capacitance is approximately 2.5 μF. The higher target frequency explains why the required capacitance is only a few microfarads."
CH076,CH,"Given a capacitor with C = 50 μF, what inductance L is required to achieve resonance at 200 Hz?",12.67,mH,ac_resonance,"Since C is fixed, solve the resonance equation for L. With C = 50 μF = 5.0e-5 F and f = 200 Hz, L = 1/((2πf)^2C). This gives about 0.01267 H, or 12.67 mH. Using this inductance makes the circuit's natural frequency match the requested 200 Hz."
CH077,CH,"In an RLC circuit with L = 0.015 H, what value of C is needed to achieve resonance at f = 500 Hz?",6.76,μF,ac_resonance,"For resonance, the inductor and capacitor must satisfy f = 1/(2π√(LC)). Solving for C gives C = 1/((2πf)^2L). Substituting L = 0.015 H and f = 500 Hz gives C ≈ 6.76e-6 F. Converting to microfarads, the required capacitance is 6.76 μF."
CH078,CH,"Calculate the required capacitance C for resonance at f = 75 Hz, with an inductor L = 0.8 H.",5.63,μF,ac_resonance,"The resonant capacitance is found from C = 1/((2πf)^2L). Here the frequency is low and the inductance is fairly large, so only a few microfarads are needed. Using f = 75 Hz and L = 0.8 H gives C ≈ 5.63e-6 F, which is 5.63 μF."
CH080,CH,"An inductor with L=0.25 H is used. What capacitance is required to achieve resonance at f=90 Hz?",12.51,μF,ac_resonance,"At resonance, XL and XC have equal magnitudes, so the LC frequency relation can be rearranged for C. With L = 0.25 H and f = 90 Hz, C = 1/((2πf)^2L). The calculation gives about 1.251e-5 F. Written in practical units, this is 12.51 μF."
CH081,CH,"Given a 4 μF capacitor, what inductance (L) is needed for resonance at 100 Hz?",633.26,mH,ac_resonance,"Convert the capacitance first: 4 μF = 4e-6 F. Then solve the resonance relation for inductance, L = 1/((2πf)^2C). Substitution with f = 100 Hz gives L ≈ 0.63326 H. Since the requested answer is in millihenries, this is 633.26 mH."
CH082,CH,"1. **""If L = 0.1 H, what capacitance C should be chosen to achieve resonance at f = 400 Hz?""** 2. **""Given L = 0.1 H, what value of capacitor C is needed to resonate at f = 400 Hz?""** 3. **""What capacitance C is required for resonance at f = 400 Hz, given an inductance L = 0.1 H?""**",1.58,μF,ac_resonance,"All three wordings ask for the same unknown capacitance in an LC resonance condition. Use C = 1/((2πf)^2L). With L = 0.1 H and f = 400 Hz, the result is C ≈ 1.58e-6 F. Therefore the capacitor should be about 1.58 μF."
CH083,CH,What inductor should be chosen to resonate with an 8 μF capacitor at a frequency of 60 Hz?,879.52,mH,capacitor,"The capacitor is known, so solve for the required inductor. Convert C = 8 μF to 8e-6 F, then use L = 1/((2πf)^2C). At f = 60 Hz this gives L ≈ 0.87952 H. Converting to millihenries gives 879.52 mH."
CH084,CH,"Given a capacitor C = 5 μF, and the circuit needs to resonate at f = 500 Hz, what is the required inductance L?",20.26,mH,induction,"Use the LC resonance condition and isolate L. With C = 5 μF = 5e-6 F and f = 500 Hz, L = 1/((2πf)^2C). This gives approximately 0.02026 H. Expressed in millihenries, the required inductance is 20.26 mH."
CH085,CH,"A circuit needs to resonate at 1000 Hz. Given an inductor L=0.005 H, what capacitance C is needed?",5.07,μF,capacitor,"For a fixed inductor, the resonant capacitance follows C = 1/((2πf)^2L). Substituting L = 0.005 H and f = 1000 Hz gives C ≈ 5.07e-6 F. The value is therefore 5.07 μF, which makes the natural LC frequency equal to 1000 Hz."
CH087,CH,"Given L = 0.03 H, what capacitance C must be chosen to achieve resonance at 800 Hz?",1.32,μF,ac_resonance,"At the target resonance, the product LC must match 1/(2πf)^2. Solving for C gives C = 1/((2πf)^2L). With L = 0.03 H and f = 800 Hz, C ≈ 1.32e-6 F. Thus the required capacitance is 1.32 μF."
CH089,CH,"An electrical circuit is to resonate at 60 Hz. Given a capacitance C = 100 μF, what inductance L is required?",70.36,mH,induction,"Convert the capacitance to SI units: 100 μF = 1.0e-4 F. Then use L = 1/((2πf)^2C) for resonance. At 60 Hz the calculation gives L ≈ 0.07036 H. In millihenries, the required inductor is 70.36 mH."
